predicted_target,prob_computer,prob_forsale,prob_recreation,prob_religion,prob_science,original_text,original_target,target,n_tokens,string_size,timestamp
recreation,0.0517384854599184,0.0221737309641051,0.7205823436539355,0.1695300314702506,0.0359754084517902,"Poor Matthew.   A million posters to call ""you car drivers"" and he chooses me, a non car owner.",alt.atheism,religion,20,95,1713517159867
computer,0.9255545158953244,0.0152434978456664,0.0143529410943002,0.0049514220240135,0.0398976231406953,": Could someone direct me to information on SCSI performance for each Mac? : (Max throughput, etc.)  Max thruput on a Centris or Quadra is about 3.3 MB/sec. Max thruput on IIci or IIfx or equivalent is about 1.4 MB/Sec Max thruput on slower machines is slower.",comp.sys.mac.hardware,computer,48,260,1713517419215
recreation,0.026452090709463,0.0195956734603729,0.9100323563061355,0.0187641628209431,0.0251557167030851,"I'm totally p*-o'd, too!  Vancouver-Winnipeg is great west-coast hockey - fast-paced and loads of talent.  What I've seen so far is hardly entertaining, with the exception of the odd shift every now & then (of course I missed Calgary-LA & Pitts-Jersey...)   Amen...   That's cheaper than what I do - PHONE CALLS.  (There must be a better system - one ring, Adams to Linden, he SCORES; two rings Bure rushes up the ice, he SCORES, etc etc :-))",rec.sport.hockey,recreation,84,442,1713517678563
recreation,0.1117045217092608,0.0681627643312757,0.6992693506138534,0.0285054888383435,0.0923578745072663,"I have tickets for the TB Giants and I was wondering if anybody familiar with the stadium could tell me where  Section 15 in the lower level is located.     Please e-mail the response,     Thanks,      Rich",rec.sport.baseball,recreation,49,206,1713517937911
computer,0.8079038452591178,0.0140868870686874,0.0216156016516236,0.0143325124217801,0.1420611535987908,"I think this is mostly the fault of the people who write up the literature and price lists being confused themselves. Since there are two possible processor configurations and one of the them doesn't have an FPU it does seem to be an option, even though it really isn't.       Well, then allow me to end your confusion. The C650 ONLY come with an LC040 in the base 4/80 configuration. If you are not getting this configuration then you are getting an FPU.       Good question. I have been wondering that since Feb. 10th.        This is possible, but an option is something that you are supposed to be able to request when you want it. What Apple has done is given the buyer a CHOICE between configurations and not an OPTION.       This is not unclear at all. In fact Apple has included in the ROMs of those machines with LC040s code to recognize the presence of the full 040's FPU and use it. Thereby making the upgrade as easy as switching chips. You pop the LC040 out and pop in a full '040.       They did? I think I would double-check this. It has been stated countless times in this newsgroup by two of the Centris hardware designers that the LC040 and the full '040 are pin compatible and that the C610 can be upgraded to a full '040.",comp.sys.mac.hardware,computer,257,1240,1713518197259
religion,0.0103492695693051,0.0037891719557337,0.0099931736586518,0.9535872854397672,0.0222810993765422,"Dear Defiant (or Unfaithful or Pixie):  I will take up the challenge to reply, as I am a theist.  The foundation for faith in God is reason, without which the existence of God could not be proven.  That His existence can be proven by reason is indisputable (cf. my short treatise, ""Traditional Proofs for the  Existence of God,"" and Summa Theologica).  Now, given that God exists, and that His existence can be proven by reason, I assert that His commands must be followed blindly, although in our fallen condition we must always have some measure of doubt about our faith.  Why?  Because God is the First Cause of all things, the First Mover of matter, the Independent Thing that requires nothing else for its existence, the Measure of all that is perfect, and the essential Being who gives order to the universe (logos).  I next assert that God is all good.  If this is so, then that which is contrary to the will of God is evil; i.e., the absence of the good.  And, since God can never contradict Himself, then by His promise of a Savior as early as the Protoevangelium of Genesis 3:5, God instructs that because a human (Adam) was first responsible for man's alienation from the Source of all good, a man would be required to act to restore the friendship. Thus God became incarnate in the person of the Messiah.  Now this Messiah claimed that He is the Truth (John 14:6).  If this claim is true, then we are bound by reason to follow Him, who is truth incarnate.  You next seem to have a problem with authority.  Have you tried the United States Marine Corps yet?  I can tell you first-hand that it is an excellent instructor in authority.  If you have not yet had the privilege, I will reply that the authority which is Truth Incarnate may never be questioned, and thus must be followed blindly.  One may NOT deny the truth.  For example, when the proverbial apple fell on Isaac Newton's head, he could have denied that it happened, but he did not.  The laws of physics must be obeyed whether a human likes them or not.  They are true.   Therefore, the Authority which is Truth may not be denied.  QED   --  boundary",soc.religion.christian,religion,407,2122,1713518456608
science,0.2697568037842945,0.0653449253236664,0.1823306860975939,0.1775538533728933,0.3050137314215518,"I tried to mail Peter Boucher, who posted the question, but my e-mail bounced, so, apologies to thsoe who are not interested. Have you read: Bremner,A., On Trinomials of Type x$+n$-+Ax$+m$-+1. Math. Scand. 49(1981) pp. 145-155. Zbl. 458.12012. MR 83k:12002.  Ljunggren,W., On the Irreducibility of Certain Trinomials and Quadrinomials. Math. Scand. 8(1960) pp. 65-70. .  Tverberg,H., On the Irreducibility of the Trinomials x$+n$-$mpm$$x$+m$-$mpm$$1. Math. Scand. 8(1960) pp. 121-126.  Tverberg,H., On Cubic Factors of Certain Trinomials. Math. Scand. 53(1983) pp. 178-184. Zbl. 513.12003.",sci.crypt,science,85,589,1713518715956
science,0.0763102133923106,0.024595685896734,0.0650345674950367,0.0374494627098516,0.7966100705060668,"Another objection occurred to me.  There was a comment about how supposedly there would only be one decode box, operated by the FBI. This is flat ridiculous, and I don't believe it for a millisecond. Even *if* they in fact only build one (or two or some other small number) of these, that won't stop others from building one.  Make it work like two Clipper-chip phones, one listening to each side of the recorded conversation.  I'll have to have another look at the specs posted so far, but offhand I didn't see anything that would preclude this sort of thing.....",sci.crypt,science,103,564,1713518975304
computer,0.7559709438560221,0.0338692637100653,0.1200891046490512,0.0177131813416608,0.0723575064432003,Anybody use CD Speedway out there?  Is it as good as they say?  I hate waiting around for my CD to finish loading the next level in WC and the such.  How much memory does it eat up?,comp.sys.ibm.pc.hardware,computer,41,181,1713519234652
science,0.0810834516600369,0.077846239664125,0.0860159202380443,0.0386644756520089,0.7163899127857847,"Original to: keithley@apple.com G'day keithley@apple.com  21 Apr 93 22:25, keithley@apple.com wrote to All:   kc> keithley@apple.com (Craig Keithley), via Kralizec 3:713/602    kc> But back to the contest goals, there was a recent article in AW&ST about a  kc> low cost (it's all relative...) manned return to the moon.  A General  kc> Dynamics scheme involving a Titan IV & Shuttle to lift a Centaur upper  kc> stage, LEV, and crew capsule.  The mission consists of delivering two  kc> unmanned payloads to the lunar surface, followed by a manned mission.  kc> Total cost:  US was $10-$13 billion.  Joint ESA(?)/NASA project was $6-$9  kc> billion for the US share.   kc> moon for a year.   Hmmm.  Not really practical.  Anyone got a  kc> cheaper/better way of delivering 15-20 tonnes to the lunar surface within  kc> the decade?  Anyone have a more precise guess about how much a year's  kc> supply of consumables and equipment would weigh?  Why not modify the GD plan into Zurbrin's Compact Moon Direct scheme? let one of those early flight carry an O2 plant and make your own.  ta  Ralph",sci.space,science,208,1091,1713519494000
recreation,0.0251440147628646,0.0063637300853997,0.9062185736728292,0.0223983721066477,0.0398753093722586,": What are the Leafs to do?  I am a Leaf supporter and : I say the Leafs are going down in four unless there : is nothing short of a miracle or a stroke of genenius hits  Root for another team. ;-)  : Andreychuck and Borchevsky have no business playing against  : the Wings.  They are too small.  The key to any Leafs success : will have to be Clark.  He is the only centre who can have .. Andreychuk, is NOT small, slow and sloth-like, maybe, but he is about 6'4"" and that is not what I would consider as small.  As an aside, The big AndreyCHUNK as I call him has been known to disappear come playoff time.  This was one of his main problems when playing for Buffalo.  : GO LEAFS !!! GO SABRES !!!",rec.sport.hockey,recreation,149,698,1713519753349
science,0.0970851682287228,0.0076637484494258,0.0373470108462421,0.0426883357938235,0.8152157366817857,"This actually supports Bill's speculation - IF there is a backdoor in RSAREF and IF PKP is supported secretly by the NSA, then it is more than natural that they will welcome ANY public-key implementation that uses RSAREF and will strongly oppose themselves against ANY implementation that doesn't.  I personally cannot see how one could put a backdoor in a long-precision modular arithmetic library that comes in source, but, of course, the fact that -I- cannot see it means nothing...  Regards, Vesselin",sci.crypt,science,84,504,1713520012697
religion,0.0136676515496505,0.0053934478170149,0.0617381986475376,0.8568915257917402,0.0623091761940567,"First of all, I'm not your buddy!  Second, read what I wrote.  I'm not talking about what muslims are ALLOWED to do, merely what *SOME* practice.  They consider themselves as muslim as you, so don't retort with the old and tired ""they MUST NOT BE TRUE MUSLIMS"" bullshit.  If I gave you the names what will you do with this information?  Is a fatwa going to be leashed out against the perpetrators?  Do you honestly think that someone who did it would voluntarily come forward and confess?  With the kind of extremism shown by your co-religionaries?  Fat chance.  At any rate, there can be no conclusive ""proof"" by the very nature of the act.  Perhaps people that indulge in this practice agree with you in theory, but hope that Allah will forgive them in the end.  I think it's rather arrogant of you to pretend to speak for all muslims in this regard.  Also, kind of silly.  Are you insinuating that because the Koranic law forbids it, there are no criminals in muslim countries?   This is as far as I care to go on this subject.  The weakness of your arguments are for all netters to see.  Over and out...",alt.atheism,religion,217,1107,1713520272045
science,0.0690700611576352,0.0203042547258125,0.1709530948007629,0.0521592361595804,0.6875133531562088,"Actually, fossil fuel plants run hotter than the usual  boiling-water reactor nuclear plants.  (There's a gripe in the industry that nuclear power uses 1900 vintage steam technology).  So it's more important in nuclear plants to get the cold end of the system as cold as possible.  Hence big cooling towers.           Oil and gas fired steam plants also have condensers, but they usually are sized to get the steam back into hot water, not most of the way down to ambient.  Some plants do cool the condensers with water, rather than air; as one Canadian official, asked about ""thermal  pollution"" de-icing a river, said, ""Up here, we view heat as a resource"".           Everybody runs closed-cycle boilers.  The water used is  purified of solids, which otherwise crud up the boiler plumbing when the water boils.  Purifying water for boiler use is a bigger job than  cooling it, so the boiler water is recycled.",sci.electronics,science,181,911,1713520531393
religion,0.0177183634158455,0.0104611616985656,0.0582092446280877,0.8230436893373367,0.0905675409201643,"Yes, this is also my understanding of the majority of Islamic laws. However, I believe there are also certain legal rulings which, in all five schools of law (4 sunni and 1 jaffari), can be levelled against muslim or non-muslims, both within and outside dar-al-islam. I do not know if apostasy (when accompanied by active, persistent, and open hostility to Islam) falls into this category of the law. I do know that historically, apostasy has very rarely been punished at all, let alone by the death penalty.  My understanding is that Khomeini's ruling was not based on the law of apostasy (alone). It was well known that Rushdie was an apostate long before he wrote the offending novel and certainly there is no precedent in the Qur'an, hadith, or in Islamic history for indiscriminantly levelling death penalties for apostasy.  I believe the charge levelled against Rushdie was that of ""fasad"". This ruling applies both within and outside the domain of an Islamic state and it can be carried out by individuals. The reward was not offered by Khomeini but by individuals within Iran.   I would concur that the thrust of the fatwa (from what I remember) was levelled at the author and all those who assisted in the publication of the book. However, the charge of ""fasad"" can encompass a number of lesser charges. I remember that when diplomatic relations broke off between Britain and Iran over the fatwa - Iran stressed that the condemnation of the author, and the removal of the book from circulation were two preliminary conditions for resolving the ""crisis"". But you are correct to point out that banning the book was not the main thrust behind the fatwa. Islamic charges such as fasad are levelled at people, not books.  The Rushdie situation was followed in Iran for several months before the issuance of the fatwa. Rushdie went on a media blitz, presenting himself as a lone knight guarding the sacred values of secular democracy and mocking the foolish concerns of people crazy enough to actually hold their religious beliefs as sacred.  Fanning the flames and milking the controversy to boost his image and push the book, he was everywhere in the media. Then Muslim demonstrators in several countries were killed while protesting against the book. Rushdie appeared momentarily concerned, then climbed back on his media horse to once again attack the Muslims and defend his sacred rights. It was at this point that the fatwa on ""fasad"" was issued.  The fatwa was levelled at the person of Rushdie - any actions of Rushdie that feed the situation contribute to the legitimization of the ruling. The book remains in circulation not by some independant will of its own but by the will of the author and the publishers. The fatwa against the person of Rushdie encompasses his actions as well. The crime was certainly a crime in progress (at many levels) and was being played out (and played up) in the the full view of the media.",alt.atheism,religion,508,2933,1713520790741
computer,0.525407542077413,0.1290070091441033,0.0509861963888147,0.0793006412666059,0.2152986111230629,"I have a few reprints left of chapters from my book ""Visions of the              Future"".  These include reprints of 3 chapters probably of interest to           readers of this forum, including:                                                                                                                                 1. Current Techniques and Development of Computer Art, by Franz Szabo                                                                                             2. Forging a Career as a Sculptor from a Career as Computer Programmer,          by Stewart Dickson                                                                                                                                                3. Fractals and Genetics in the Future by H. Joel Jeffrey                                                                                                         I'd be happy to send out free reprints to researchers for scholarly              purposes, until the reprints run out.                                                                                                                             Just send me your name and address.",comp.graphics,computer,730,1169,1713521050090
computer,0.4755803609509028,0.3287521143230364,0.0544096019150486,0.0145796714963142,0.1266782513146978,"WANTED:   Cannon's Xapshot digital camera.  I'd be interested in any other makes, but the Xapshot is the only one I'm familiar with. I need one with a composite output and approx. 50 pictures per disk capability.   If you have one for sale, or if you know of a cheap place to order one, please leave me Email at lgibb@nyx.cs.du.edu",misc.forsale,forsale,64,331,1713521309438
computer,0.8557849572602279,0.0385966782671311,0.030872908709474,0.0098817802962683,0.0648636754668987,"Hi. I am looking into buying a Floptical Drive, and was wondering what   experience people have with the drives from Iomega, PLI, MASS MicroSystems,   or Procom. These seem to be the main drives on the market. Any advice?  Also, I heard about some article in MacWorld (Sep '92, I think) about   Flopticals. Could someone post a summary, if they have it?  Thanks in advance. (Reply by post or email, whichever you prefer.)  --Nizam",comp.sys.mac.hardware,computer,82,430,1713521568786
recreation,0.0246383866144342,0.0214070940380002,0.6936046306088737,0.1648369127704474,0.0955129759682443,"Animal Rights people have been know to do that to other ""Bike riding dogs.cats and Racoons.",rec.motorcycles,recreation,16,91,1713521828134
recreation,0.1115128929063821,0.0365182770596809,0.7044404749832543,0.0195775000190646,0.1279508550316178,Hello  as the subject tells all I am trying to find out what is the formula to calculate the ERA for the pitchers.  If any of you baseball fans have it please e-mail me at   	napoli@atc.olivetti.com   	thank you very much,rec.sport.baseball,recreation,46,221,1713522087482
religion,0.024195335269707,0.0130817291984459,0.134779813625892,0.7102386266087226,0.1177044952972323,"I think the problem here is that I pretty much ignored the part about the Jews sightseeing for 2000 years, thinking instead that the important part of what the original poster said was the bit about killing Palestinians.  In retrospect, I can see how the sightseeing thing would be offensive to many.  I originally saw it just as poetic license, but it's understandable that others might see it differently.  I still think that Ken came on a bit strong though.  I also think that your advice to Masud Khan:    #Before you argue with someone like Mr Arromdee, it's a good idea to   #do a little homework, or at least think.  was unnecessary.   Throughout all your articles in this thread there is the tacit assumption that the original poster was exhibiting casual anti-semitism.  If I agreed with that, then maybe your speech on why this is bad might have been relevant.  But I think you're reading a lot into one flip sentence.  While probably not true in this case, too often the charge of anti-semitism gets thrown around in order to stifle legitimate criticism of the state of Israel.  Anyway, I'd rather be somewhere else, so I'm outta this thread.",alt.atheism,religion,215,1153,1713522346831
recreation,0.0229068886593156,0.0229728260584757,0.5368700219187743,0.3124473365566048,0.1048029268068294,": >>  : >I'm not going to argue the issue of carrying weapons, but I would ask you if  : >you would have thought seriously about shooting a kid for setting off your : >alarm?  I can think of worse things in the world.  Glad you got out of there : >before they did anything to give you a reason to fire your gun. :  I think people have a right to kill to defend their property. Why not? Be honest: do you really care more about scum than about your  car?",rec.autos,recreation,98,453,1713522606179
religion,0.0578850823413674,0.0131324631863332,0.0939283416704161,0.5726602736268431,0.26239383917504,": Mr Connor's assertion that ""more complex"" == later in paleontology : is simply incorrect.  Many lineages are known in which whole : structures are lost -- for example, snakes have lost their legs. : Cave fish have lost their eyes.  Some species have almost completely : lost their males.  Kiwis are descended from birds with functional : wings.  Joel,  The statements I made were illustrative of the inescapably anthrpomorphic quality of any desciption of an evolutionary process. There is no way evolution can be described or explained in terms other than teleological, that is my whole point. Even those who have reason to believe they understand evolution (biologists for instance) tend to personify nature and I can't help but wonder if it's because of the limits of the language or the nature of nature.",alt.atheism,religion,140,810,1713522865527
recreation,0.01155559062386,0.0066037766321091,0.882641477657874,0.0554165137927035,0.043782641293453,"As I have read this net the last few days, I am continually amazed at the  pronouncements of baseball prowess by many individuals.  Especially when it  comes down to saying that the Bosox haven't a prayer.  As a long time Red Sox fan, I will simply say:  The Impossible Dream Year - 1967 for those of you with short memories. short lives, or both.    To be a Red Sox fan is to continually be the subject of abuse and criticism from those who only follow 'the hot team'.  This statement is supported based on the increased number of 'Brave Woofers' out on the net.  A true fan of a  team, any team, will follow that team through the good years as well as the lean years, and be amply rewarded when the time is right.    Yeah, so what if Buckner let a roller go through his legs in `86.  Who cares if Clemens told Cooley to go piss up a rope and promptly earned a quick shower.  The fact is, they were one of the best teams in the league those years and the fans supported them.  Now that it appears that they are on lean times, the number of  detracters come from all over.  So what!  Let them play and we will see what  happens come September.  The Red Sox may not be that good, but they are certainly  not that bad, either and they do have a chance to win the World Series, after all, remember the `69 Mets?  Who would have given them a chance to even make it that far, let alone beat Baltimore.  Let's face it, Baseball is a wonderful game and is far more unpredictable than Football and Basketball.  Because of this, one can never say with absolute certainity what the outcome will be over the course of 162 games.",rec.sport.baseball,recreation,332,1617,1713523124875
religion,0.0393535004713766,0.01096978703279,0.0419769345414913,0.8263176109257286,0.0813821670286133,"Could you explain what any of the above pertains to? Is this a position  statement on something or typing practice?  --          ""Satan and the Angels do not have freewill.           They do what god tells them to do. """,alt.atheism,religion,59,219,1713523384223
computer,0.6308988776493722,0.0308708476860064,0.1181853986310795,0.0250494614002364,0.1949954146333052,"Has anyone successfully converted Interleaf graphics to CGM, or even heard of it being done????   We'd love to hear about it.  -Mike McConnell",comp.graphics,computer,26,142,1713523643572
recreation,0.0717637765621339,0.1155853793793517,0.7280748238774956,0.0222711268735503,0.0623048933074684,The only thing about the 300ZX turbo and new Supra is they're about $10K or  more over his budget...,rec.autos,recreation,20,100,1713523902920
recreation,0.0156646304158838,0.0174998231168494,0.8592041594389367,0.0663975326064597,0.0412338544218704,"(FRANK MICH even show   At least your parents didn't move you Idaho.  The only things that get any coverage there are football, basketball and baseball!",rec.sport.hockey,recreation,28,152,1713524162268
science,0.0610393521404756,0.0191727298168038,0.2478254937506895,0.0865570336392115,0.5854053906528193,"This sounds a bit high to me.  Still higher accelerations have been endured *very briefly*, during violent deceleration.  If we're talking sustained acceleration, I think 30-odd gees has been demonstrated using water immersion.  I doubt that any of this generalizes to another order of magnitude.",sci.space,science,48,296,1713524421616
recreation,0.0203877847736089,0.0104235526811391,0.9154562253853044,0.0189278673855536,0.0348045697743938,"I AGREE, LUMBERJACK (except that they're in 2nd)!  They ARE going PLACES - San Diego, Los Angeles, San Francisco, Cincinnati, Denver, Atlanta, Miami, Philadelphia, New York, Montreal, Pittsburgh, Chicago, St. Louis...and points in between.  :-)  But, THEY'RE 0-3 AT HOME!  I'm just not used to an overly enthusiastic Houston fan.  I really shouldn't discourage it, so HANG IN THERE, LUMBERJACK!  (But, get ahold of that shift key, will ya?)  ObBase:  Apparently the new owner (Drayton McLain (sp?)) doesn't particularly like excuses.  An item in our paper (the Austin American-Statesman - ""If you read it here, it was somewhere else first"") said that he wouldn't take  injuries as an excuse for losing because that possibility should have been accounted for.  Uh, oh.  I don't want an owner that'll keep everybody on edge - I'd never gotten that feeling about him, but who knows?  Does  anybody down there in the Houston area have a feel for how meddling of an owner McLain is going to be?",rec.sport.baseball,recreation,178,989,1713524680964
recreation,0.0191699631094703,0.0070524240895189,0.913204781141268,0.0241148406124847,0.0364579910472579,": I think most of the problems mainly arose from Manager Gene Mauch's : ineptitude in managing the pitching staff.  Down the stretch, he : abused Jim Bunning, Chris Short, and Robin Roberts (I think those : are the three) pitching each on only 2 days rest for quite some : time.  By the time they hit the last 2 weeks of the season, : obviously none of these guys had an ounce left in their arm.  Oh : well.  Roberts was long gone -- he was probably an Oriole in 1964.  Or maybe a Colt .45.  The 3rd starter was Art Mahaffey, the previous year's ace. Dennis Bennett was the 4th starter.  They were indeed 6.5 up with 12 to go, but they won their final two games after the horrid 10-loss streak.  The final game victory (Bunning's 19th win, if memory serves) kept the Reds from tying for the title; they and the Phils were both 1 game behind the Cards, with the Giants(?) another game back.  The Mets couldn't hold an early lead against the Cards that final Sunday, or there would have been a 3-way tie.  Too bad they couldn't have saved some of the 15 or so runs they scored on Saturday when they crushed St. Louis.",rec.sport.baseball,recreation,222,1115,1713524940313
computer,0.8590255790997701,0.0216088620724981,0.0533128834135095,0.0148658492788692,0.051186826135353,"you also need to set the correct switch settings on your xt controller, which can be a pain, since most pc's don't come with proper docs for all hardware contained inside it.",comp.sys.ibm.pc.hardware,computer,32,174,1713525199661
computer,0.947295452234838,0.0128848708675324,0.0231650526187895,0.003133624188628,0.0135210000902118,I need a VESA driver for the Diamond Speedstar 24X that works. I've tried several and none work for the hicolor modes.,comp.graphics,computer,22,118,1713525459009
religion,0.0097971345487444,0.0036414253312422,0.0440173255150529,0.8983173750300597,0.0442267395749008,"Then Mr Mozumder is incorrect when he says that when committing bad acts, people temporarily become atheists?",alt.atheism,religion,17,109,1713525718357
computer,0.913347196188238,0.0256620314919591,0.0125546327253348,0.016023155806942,0.0324129837875262,"WINDOWS NT   I need some information on the new Windows NT. Anything you have would be appreciated. I know nothing about it. (Well, except that it exists.) Some questions...   Memory requirements, hard drive space, release date? is it out? How is IBM reacting? Intel? Can it replace other LAN OS's?  ANYTHING else like specs, speed, etc..  Thanks in advance!  Luke",comp.os.ms-windows.misc,computer,67,364,1713525977705
religion,0.0097007111013278,0.0057417717731113,0.0435772488486465,0.8397817579028973,0.1011985103740169,"Excerpts from netnews.alt.atheism: 15-Apr-93 Re: thoughts on christians by Dave Fuller@portal.hq.vi  I think it'd help if we got a couple good atheists (or even some good, steadfast agnostics) in some high political offices.  When was the last time we had an (openly) atheist president?  Have we ever?  (I don't actually know; these aren't rhetorical questions.)  How 'bout some Supreme court justices?    One thing that really ticked me off a while ago was an ad for a news program on a local station...The promo said something like ""Who are these cults, and why do they prey on the young?""  Ahem.  EVER HEAR OF BAPTISM AT BIRTH?  If that isn't preying on the young, I don't know what is...  I used to be (ack, barf) a Catholic, and was even confirmed...Shortly thereafter I decided it was a load of BS.  My mom, who really insisted that I continue to go to church, felt it was her duty (!) to bring me up as a believer!  That was one of the more presumptuous things I've heard in my life.  I suggested we go talk to the priest, and she agreed.  The priest was amazingly cool about it...He basically said that if I didn't believe it, there was no good in forcing it on me.  Actually, I guess he wasn't amazingly cool about it--His response is what you'd hope for (indeed, expect) from a human being.  I s'pose I just _didn't_ expect it...    I find it absurd that religion exists; Yet, I can also see its usefulness to people.  Facing up to the fact that you're just going to be worm food in a few decades, and that there isn't some cosmic purpose to humanity and the universe, can be pretty difficult for some people.  Having a readily-available, pre-digested solution to this is pretty attractive, if you're either a) gullible enough, b) willing to suspend your reasoning abilities for the piece of mind, or c) have had the stuff rammed down your throat for as long as you can remember.  Religion in general provides a nice patch for some human weaknesses; Organized religion provides a nice way to keep a population under control.    Blech.  Chris",alt.atheism,religion,389,2051,1713526237054
recreation,0.0291839787265763,0.012590801408067,0.6539090128226451,0.1554158953288376,0.148900311713874,"You're obviously not referring to any of the three above-quoted individuals, because barnacles don't each send $20 to the crew of the ship to keep it moving.  ""Get the organization to act on it"" is easy to say, but says little about what one really can and should do.  What the organization actually will do is largely determined by the president and directors, as far as I can see.  That's what makes it so important to vote in an election of officers.  It does strike me that the BMWMOA is a lot less politically active (in the state and national arenas, not infighting) than other M/C organizations.  Should we change this?  Or just join the other groups that already are in politics?  (Incidentally, the political hazards to motorcycle riders in the US at the moment don't compare to the problems of some other groups like gun owners.  Just try to take up target pistol shooting in the Northeast or California, and I bet you'll wish you only had to worry about wearing a helmet.  (Why does every thread on rec.moto eventually come around to guns?))",rec.motorcycles,recreation,194,1052,1713526496402
computer,0.6888580028043049,0.0345807717137208,0.0259368767156748,0.0200492763221256,0.2305750724441737,"Shure it is temperature dependent, but this does not clean all your problems. Based on some exp. I must say that the connections between the power supply and the Monitor and Main Board are usable to this failure, Ram simms can be badly connected due to some corrosion and the powersupply can be in the last phase (lower Voltage).  So you can do following if you are used to such technical terms. 1) Clean all mentioned contacts with contact spray 2) readjust the 5 Volt level of your powersupply 3) use a calm fan and think of preventing dust blowinÔ through the floppy!    (a fixed piece of paper can prevent this) if you don't know how to do it beg a friendly technician!  Christian Bauer",comp.sys.mac.hardware,computer,130,690,1713526755750
computer,0.5609392403284716,0.109149845822609,0.0268062436377015,0.0287432112036843,0.2743614590075335,"I am looking for a 8 meg 72-pin SIMM for my Centris 610.  Where is the best place to purchase one (stock, shipping, warrenty), and if possible, phone numbers so that I can order one as soon as possible.  Thanks,  Steven  --  ""And hope that there's intelligent life somewhere out in space""  Monty Python "" 'Cause there's bugger all down here on Earth""           The Meaning of Life",comp.sys.mac.hardware,computer,83,380,1713527015098
computer,0.8950598988538049,0.0215445099485933,0.0316827245169611,0.0131573869738202,0.0385554797068202,"The Partition button in Apple's HD Setup lets you set up A/UX and other types of partitions. It WON'T let you create more than one normal mac volume. You need SilverLining or something similar to do that. It WILL, however, allow you to take advantage of some possible unused space on your hard disk, if you don't mind reformatting the whole thing.",comp.sys.mac.hardware,computer,62,347,1713527274446
recreation,0.0348729231411676,0.0153717778617025,0.8758086536041341,0.0223669034645105,0.0515797419284852,"Clemens is going on his normal four days' rest (last pitched Saturday).  Hesketh only pitched one inning yesterday afternoon, his first outing since an aborted 1-1/3 inning start 6 days before, so he should be plenty rested to go in his expected turn this Saturday, as the 5th starter.  Not that this is a good thing, of course.  I'd like to see a well-managed four-man rotation with this team...   --- Glenn Waugaman Digital Equipment Corporation Littleton, MA g_waugaman@nac.enet.dec.com",rec.sport.baseball,recreation,83,489,1713527533795
science,0.0571978734573272,0.0161979028299943,0.0127095117097451,0.0267007127039025,0.8871939992990308,"No thanks.  This topic is of interest to a much wider audience.   ""In making this decision, I intend to prevent the private sector from developing, except with the government's approval, other microcircuits or algorithms that are more effective in assuring privacy.""",sci.crypt,science,44,266,1713527793143
forsale,0.1734769104407144,0.704014196969383,0.0329403579957235,0.0077610121188387,0.0818075224753402,I have a CASIO B.O.S.S. SF-9500 Digital Dairy/organizer for sale. The unit has 64 kb with the expansion card slot.  Very good condition. Asking $110.00 plus shipping.,misc.forsale,forsale,28,166,1713528052491
computer,0.681278477969886,0.0185160068241104,0.1518374072311863,0.08156885264617,0.0667992553286471,"IMHO this whole discussion named ""Motif looks like MS-Windogs"" is totally stupid. The only thing remotely influenced here can be the Motif Window Manager, that features an arrangement of buttons and menus somewhat similiar to this of the MS-W windowmanaging agent, however its name is. But MWM is only a SMALL part of Motif, in fact, MWM and Motif can work without each other, and if one doesn't like MWMs outfit for some reason, he switches to another windowmanager. All this doesn't influence Motif, which is a toolkit of widgets to write applications, and this toolkit is IMHO uncomparable to MS-W, because it is much more wellorganized and features alot of goodies more than the MS-W interface.  You cannot say ""A Porsche looks like a VW Käfer"" ONLY because they have the wheel and the gear at the same position. Motif and MS-W are complete different worlds, only one element of the Motif world has some gear and wheel at the same position as MS-W.",comp.windows.x,computer,166,952,1713528311839
recreation,0.0797459603518013,0.0973545397562993,0.577154188535376,0.0814504804818419,0.1642948308746813,"Say, you bought your Saturn at $13k, with a dealer profit of $2k. If the dealer profit is $1000, then you would only be paying $12k for the same car.  So isn't that saving money?  Moreover, if Saturn really does reduce the dealer profit margin by $1000,  then their cars will be even better deals.  Say, if the price of a Saturn was already $1000 below market average for the class of cars, then after they reduce the dealer profit, it would be $2000 below market average.  It will:  1) Attract even more people to buy Saturns because it would SAVE THEM MONEY.   2) Force the competitors to lower their prices to survive.  Now, not only will Saturn owners benefit from a lower dealer profit, even  the buyers for other cars will pay less.  Isn't that saving money?",rec.autos,recreation,149,764,1713528571187
recreation,0.0485899617854354,0.0379272483871582,0.746545539853888,0.0954468535554169,0.0714903964181012,"I'd go for a '39 Lincoln Continental if I could find one. Sad part is that Edsel Ford designed it, and look at the abortion they named after him. Ain't no justice.",rec.autos,recreation,32,163,1713528830536
religion,0.0332700066431893,0.0156822133510564,0.0379062410445016,0.8574825319120699,0.0556590070491827,[William Christie asked about the Essene NT. Andrew Kille reponded --clh],soc.religion.christian,religion,11,73,1713529089884
