YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY,timestamp,predicted_ARRIVAL_DELAY
2015,1,1,4,WN,1126,N771SA,SDF,BWI,1940,1931.0,-9.0,6.0,1937.0,95.0,84.0,60.0,495,2037.0,18.0,2115,2055.0,-20.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-21.965636295042987
2015,1,1,4,OO,5639,N762SK,LAX,MSP,1005,1046.0,41.0,13.0,1059.0,218.0,208.0,189.0,1535,1608.0,6.0,1543,1614.0,31.0,0,0,,0.0,0.0,31.0,0.0,0.0,2022-11-13 08:33:55.975683,-42.81627911335819
2015,1,1,4,WN,527,N762SW,ISP,BWI,1505,1501.0,-4.0,7.0,1508.0,75.0,66.0,55.0,220,1603.0,4.0,1620,1607.0,-13.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-14.241124603920827
2015,1,1,4,WN,186,N378SW,MDW,MCI,1105,1121.0,16.0,5.0,1126.0,85.0,83.0,75.0,405,1241.0,3.0,1230,1244.0,14.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-22.788848891953133
2015,1,1,4,US,896,N725UW,CLT,ROC,1805,1913.0,68.0,10.0,1923.0,104.0,98.0,83.0,573,2046.0,5.0,1949,2051.0,62.0,0,0,,0.0,0.0,62.0,0.0,0.0,2022-11-13 08:33:55.975683,31.507219268033975
2015,1,1,4,WN,322,N7703A,PHX,DEN,1135,1149.0,14.0,18.0,1207.0,105.0,101.0,76.0,602,1323.0,7.0,1320,1330.0,10.0,0,0,,,,,,,2022-11-13 08:33:55.975683,66.52113865976003
2015,1,1,4,EV,5169,N166PQ,IAH,DTW,1100,1050.0,-10.0,12.0,1102.0,164.0,154.0,135.0,1075,1417.0,7.0,1444,1424.0,-20.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-0.0553396926867961
2015,1,1,4,UA,207,N446UA,FLL,IAH,620,614.0,-6.0,17.0,631.0,171.0,172.0,150.0,965,801.0,5.0,811,806.0,-5.0,0,0,,,,,,,2022-11-13 08:33:55.975683,1.1104314925175918
2015,1,1,4,OO,3454,N217AG,PDX,BUR,1220,1217.0,-3.0,11.0,1228.0,126.0,119.0,104.0,817,1412.0,4.0,1426,1416.0,-10.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-16.41549759948911
2015,1,1,4,EV,5040,N195PQ,ILM,ATL,915,904.0,-11.0,26.0,930.0,94.0,103.0,71.0,377,1041.0,6.0,1049,1047.0,-2.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-7.433637905862945
2015,1,1,4,UA,1611,N77518,LAX,IAH,808,810.0,2.0,12.0,822.0,197.0,202.0,164.0,1379,1306.0,26.0,1325,1332.0,7.0,0,0,,,,,,,2022-11-13 08:33:55.975683,140.4781564370934
2015,1,1,4,OO,7419,N445SW,ABR,MSP,510,508.0,-2.0,21.0,529.0,69.0,67.0,41.0,257,610.0,5.0,619,615.0,-4.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-81.68463389597196
2015,1,1,4,AS,791,N614AS,ABQ,SEA,1535,1523.0,-12.0,12.0,1535.0,185.0,185.0,165.0,1180,1720.0,8.0,1740,1728.0,-12.0,0,0,,,,,,,2022-11-13 08:33:55.975683,4.249700921087259
2015,1,1,4,UA,742,N815UA,BOS,EWR,1344,1349.0,5.0,14.0,1403.0,100.0,88.0,58.0,200,1501.0,16.0,1524,1517.0,-7.0,0,0,,,,,,,2022-11-13 08:33:55.975683,19.528344969151476
2015,1,1,4,US,736,N558UW,PHX,SFO,2115,2112.0,-3.0,20.0,2132.0,126.0,119.0,92.0,651,2204.0,7.0,2221,2211.0,-10.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-12.14490665861816
2015,1,1,4,EV,4496,N15572,JAN,IAH,906,902.0,-4.0,10.0,912.0,81.0,96.0,69.0,351,1021.0,17.0,1027,1038.0,11.0,0,0,,,,,,,2022-11-13 08:33:55.975683,119.27727252200626
2015,1,1,4,AA,338,N3DJAA,LAX,SFO,650,644.0,-6.0,21.0,705.0,80.0,79.0,55.0,337,800.0,3.0,810,803.0,-7.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-26.94383973730912
2015,1,1,4,MQ,3361,N830MQ,JFK,RDU,1235,1235.0,0.0,11.0,1246.0,98.0,86.0,73.0,427,1359.0,2.0,1413,1401.0,-12.0,0,0,,,,,,,2022-11-13 08:33:55.975683,7.968857023570111
2015,1,1,4,DL,2303,N3771K,JFK,PDX,1910,1906.0,-4.0,63.0,2009.0,384.0,414.0,346.0,2454,2255.0,5.0,2234,2300.0,26.0,0,0,,26.0,0.0,0.0,0.0,0.0,2022-11-13 08:33:55.975683,-8.370883589395115
2015,1,1,4,UA,1220,N38458,TPA,DEN,820,818.0,-2.0,10.0,828.0,242.0,265.0,213.0,1506,1001.0,42.0,1022,1043.0,21.0,0,0,,21.0,0.0,0.0,0.0,0.0,2022-11-13 08:33:55.975683,1.654357100385243
2015,1,1,4,US,741,N190UW,PHL,SAN,1810,2026.0,136.0,21.0,2047.0,364.0,346.0,322.0,2370,2309.0,3.0,2114,2312.0,118.0,0,0,,0.0,0.0,118.0,0.0,0.0,2022-11-13 08:33:55.975683,-5.711786444221974
2015,1,1,4,OO,5201,N752SK,GRR,ORD,1504,1537.0,33.0,27.0,1604.0,68.0,75.0,33.0,137,1537.0,15.0,1512,1552.0,40.0,0,0,,7.0,0.0,6.0,27.0,0.0,2022-11-13 08:33:55.975683,36.42401542729301
2015,1,1,4,MQ,2805,N698MQ,ORD,FWA,1615,1620.0,5.0,9.0,1629.0,48.0,41.0,28.0,157,1757.0,4.0,1803,1801.0,-2.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-18.140821319597517
2015,1,1,4,EV,4971,N856AS,GPT,ATL,1735,1731.0,-4.0,15.0,1746.0,79.0,78.0,55.0,352,1941.0,8.0,1954,1949.0,-5.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-12.86254204782365
2015,1,1,4,UA,1747,N37462,MIA,EWR,1041,1042.0,1.0,11.0,1053.0,175.0,171.0,151.0,1085,1324.0,9.0,1336,1333.0,-3.0,0,0,,,,,,,2022-11-13 08:33:55.975683,5.437675165114288
2015,1,1,4,B6,704,N834JB,SJU,JFK,1955,1948.0,-7.0,9.0,1957.0,241.0,257.0,240.0,1598,2257.0,8.0,2256,2305.0,9.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-9.805195574842893
2015,1,1,4,WN,501,N719SW,PHX,MCI,1910,1922.0,12.0,9.0,1931.0,145.0,134.0,119.0,1044,2230.0,6.0,2235,2236.0,1.0,0,0,,,,,,,2022-11-13 08:33:55.975683,3.828751285818898
2015,1,1,4,AA,2458,N4YTAA,DFW,STL,1635,1649.0,14.0,23.0,1712.0,95.0,97.0,69.0,550,1821.0,5.0,1810,1826.0,16.0,0,0,,2.0,0.0,0.0,14.0,0.0,2022-11-13 08:33:55.975683,-13.006256514579292
2015,1,1,4,B6,2324,N206JB,MCO,DCA,655,651.0,-4.0,14.0,705.0,124.0,120.0,103.0,759,848.0,3.0,859,851.0,-8.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-21.05496150379002
2015,1,1,4,EV,5664,N14993,IAH,BTR,1250,1250.0,0.0,17.0,1307.0,61.0,62.0,41.0,253,1348.0,4.0,1351,1352.0,1.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-16.6952266348769
2015,1,1,4,AA,2315,N503AA,ORD,DFW,955,952.0,-3.0,13.0,1005.0,155.0,174.0,132.0,802,1217.0,29.0,1230,1246.0,16.0,0,0,,16.0,0.0,0.0,0.0,0.0,2022-11-13 08:33:55.975683,45.683398921411296
2015,1,1,4,DL,1367,N944DN,ROC,ATL,1155,1200.0,5.0,20.0,1220.0,145.0,136.0,108.0,749,1408.0,8.0,1420,1416.0,-4.0,0,0,,,,,,,2022-11-13 08:33:55.975683,130.1533565375621
2015,1,1,4,WN,810,N961WN,BNA,PHX,1425,1424.0,-1.0,11.0,1435.0,245.0,247.0,229.0,1449,1724.0,7.0,1730,1731.0,1.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-7.8864750695104116
2015,1,1,4,B6,1467,N216JB,HPN,PBI,635,624.0,-11.0,9.0,633.0,176.0,161.0,146.0,1056,859.0,6.0,931,905.0,-26.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-10.160527069659324
2015,1,1,4,US,1753,N127UW,CLT,JAX,1145,1143.0,-2.0,15.0,1158.0,85.0,75.0,54.0,328,1252.0,6.0,1310,1258.0,-12.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-8.41661725902945
2015,1,1,4,B6,1006,N796JB,LGB,SEA,1400,1352.0,-8.0,9.0,1401.0,163.0,155.0,142.0,965,1623.0,4.0,1643,1627.0,-16.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-10.922267838695651
2015,1,1,4,HA,26,N395HA,HNL,PDX,1500,1502.0,2.0,17.0,1519.0,325.0,315.0,291.0,2603,2210.0,7.0,2225,2217.0,-8.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-55.5268625159653
2015,1,1,4,EV,4550,N14542,MCI,IAH,1606,1600.0,-6.0,9.0,1609.0,126.0,142.0,116.0,643,1805.0,17.0,1812,1822.0,10.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-12.410238470724757
2015,1,1,4,MQ,3584,N928MQ,DFW,SPS,1240,,,,,48.0,,,113,,,1328,,,0,1,B,,,,,,2022-11-13 08:33:55.975683,-31.817964072478063
2015,1,1,4,OO,6270,N965SW,SFO,RNO,1045,1034.0,-11.0,21.0,1055.0,59.0,70.0,43.0,192,1138.0,6.0,1144,1144.0,0.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-33.714117533949185
2015,1,1,4,B6,83,N763JB,JFK,MCO,1529,1536.0,7.0,27.0,1603.0,186.0,194.0,149.0,944,1832.0,18.0,1835,1850.0,15.0,0,0,,8.0,0.0,7.0,0.0,0.0,2022-11-13 08:33:55.975683,60.31303647745985
2015,1,1,4,WN,336,N490WN,SAN,SEA,800,755.0,-5.0,15.0,810.0,175.0,170.0,148.0,1050,1038.0,7.0,1055,1045.0,-10.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-4.559128453627402
2015,1,1,4,UA,358,N832UA,SFO,PDX,1938,1936.0,-2.0,17.0,1953.0,107.0,103.0,82.0,550,2115.0,4.0,2125,2119.0,-6.0,0,0,,,,,,,2022-11-13 08:33:55.975683,102.64518220222016
2015,1,1,4,MQ,3200,N8EGMQ,LBB,DFW,945,1234.0,169.0,17.0,1251.0,65.0,77.0,53.0,282,1344.0,7.0,1050,1351.0,181.0,0,0,,12.0,0.0,104.0,65.0,0.0,2022-11-13 08:33:55.975683,-4.385769515941603
2015,1,1,4,B6,1383,N183JB,BOS,RDU,835,829.0,-6.0,12.0,841.0,132.0,117.0,99.0,612,1020.0,6.0,1047,1026.0,-21.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-26.49080237271658
2015,1,1,4,UA,501,N406UA,RSW,EWR,1953,1947.0,-6.0,11.0,1958.0,170.0,159.0,141.0,1068,2219.0,7.0,2243,2226.0,-17.0,0,0,,,,,,,2022-11-13 08:33:55.975683,6.794136060720252
2015,1,1,4,WN,2321,N8314L,DAL,DCA,1815,1832.0,17.0,7.0,1839.0,165.0,134.0,124.0,1184,2143.0,3.0,2200,2146.0,-14.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-10.72064086171039
2015,1,1,4,AS,842,N537AS,LIH,OAK,1540,1540.0,0.0,9.0,1549.0,323.0,288.0,274.0,2457,2223.0,5.0,2303,2228.0,-35.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-9.71523850385606
2015,1,1,4,WN,134,N473WN,SFO,SNA,1405,1359.0,-6.0,8.0,1407.0,85.0,72.0,60.0,372,1507.0,4.0,1530,1511.0,-19.0,0,0,,,,,,,2022-11-13 08:33:55.975683,0.5309245973547222
2015,1,1,4,OO,4711,N8903A,MSP,FSD,920,917.0,-3.0,39.0,956.0,74.0,82.0,38.0,196,1034.0,5.0,1034,1039.0,5.0,0,0,,,,,,,2022-11-13 08:33:55.975683,18.07542525873493
2015,1,1,4,WN,2598,N372SW,LAX,SFO,1325,1332.0,7.0,8.0,1340.0,80.0,68.0,54.0,337,1434.0,6.0,1445,1440.0,-5.0,0,0,,,,,,,2022-11-13 08:33:55.975683,4.3811790619957005
2015,1,1,4,OO,5356,N578SW,SBP,LAX,2120,2118.0,-2.0,8.0,2126.0,69.0,74.0,37.0,156,2203.0,29.0,2229,2232.0,3.0,0,0,,,,,,,2022-11-13 08:33:55.975683,18.865918632041023
2015,1,1,4,AS,415,N413AS,PDX,SEA,700,658.0,-2.0,22.0,720.0,50.0,61.0,28.0,129,748.0,11.0,750,759.0,9.0,0,0,,,,,,,2022-11-13 08:33:55.975683,13.081171923609745
2015,1,1,4,OO,5548,N954SW,BUR,DEN,827,836.0,9.0,14.0,850.0,143.0,152.0,123.0,850,1153.0,15.0,1150,1208.0,18.0,0,0,,9.0,0.0,9.0,0.0,0.0,2022-11-13 08:33:55.975683,-4.800147257862868
2015,1,1,4,DL,1107,N827DN,ATL,LAS,1455,1455.0,0.0,18.0,1513.0,279.0,265.0,243.0,1747,1616.0,4.0,1634,1620.0,-14.0,0,0,,,,,,,2022-11-13 08:33:55.975683,86.27273950891956
2015,1,1,4,AA,1672,N3KYAA,AUS,LAX,1530,1540.0,10.0,13.0,1553.0,200.0,186.0,169.0,1242,1642.0,4.0,1650,1646.0,-4.0,0,0,,,,,,,2022-11-13 08:33:55.975683,12.461827906288756
2015,1,1,4,MQ,3670,N673MQ,ORD,CMH,1215,1225.0,10.0,11.0,1236.0,73.0,69.0,46.0,296,1422.0,12.0,1428,1434.0,6.0,0,0,,,,,,,2022-11-13 08:33:55.975683,180.04772680238875
2015,1,1,4,AA,1379,N547AA,DFW,TUL,1820,1911.0,51.0,29.0,1940.0,60.0,73.0,39.0,237,2019.0,5.0,1920,2024.0,64.0,0,0,,13.0,0.0,0.0,51.0,0.0,2022-11-13 08:33:55.975683,-4.0072614662777495
2015,1,1,4,WN,238,N7747C,OAK,SAN,1845,1903.0,18.0,6.0,1909.0,85.0,73.0,64.0,446,2013.0,3.0,2010,2016.0,6.0,0,0,,,,,,,2022-11-13 08:33:55.975683,135.84770005087248
2015,1,1,4,AS,131,N528AS,PDX,ANC,945,937.0,-8.0,19.0,956.0,247.0,234.0,210.0,1542,1226.0,5.0,1252,1231.0,-21.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-19.487279499670567
2015,1,1,4,WN,327,N450WN,SAN,OAK,1730,1729.0,-1.0,22.0,1751.0,90.0,97.0,67.0,446,1858.0,8.0,1900,1906.0,6.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-10.28950961680477
2015,1,1,4,HA,257,N476HA,KOA,HNL,1434,1432.0,-2.0,9.0,1441.0,44.0,43.0,29.0,163,1510.0,5.0,1518,1515.0,-3.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-16.711804925971524
2015,1,1,4,UA,1562,N36247,ANC,ORD,2023,2102.0,39.0,23.0,2125.0,357.0,339.0,312.0,2846,537.0,4.0,520,541.0,21.0,0,0,,0.0,0.0,18.0,3.0,0.0,2022-11-13 08:33:55.975683,28.38056402979928
2015,1,1,4,B6,1615,N283JB,BOS,BUF,1447,1437.0,-10.0,11.0,1448.0,95.0,94.0,81.0,395,1609.0,2.0,1622,1611.0,-11.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-3.648240271870666
2015,1,1,4,AA,1612,N3GPAA,ORD,BOS,1555,1555.0,0.0,14.0,1609.0,130.0,113.0,94.0,867,1843.0,5.0,1905,1848.0,-17.0,0,0,,,,,,,2022-11-13 08:33:55.975683,4.191781026346777
2015,1,1,4,F9,404,N951FR,LAX,DEN,1009,1056.0,47.0,9.0,1105.0,140.0,133.0,119.0,862,1404.0,5.0,1329,1409.0,40.0,0,0,,0.0,0.0,11.0,29.0,0.0,2022-11-13 08:33:55.975683,5.5744653500863945
2015,1,1,4,OO,6595,N906SW,PHX,BFL,2059,2101.0,2.0,26.0,2127.0,87.0,93.0,62.0,425,2129.0,5.0,2126,2134.0,8.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-24.192550790062462
2015,1,1,4,WN,386,N8637A,MCI,LAS,755,755.0,0.0,10.0,805.0,190.0,176.0,161.0,1139,846.0,5.0,905,851.0,-14.0,0,0,,,,,,,2022-11-13 08:33:55.975683,2.0835781731635263
2015,1,1,4,DL,1233,N910AT,ORF,ATL,1145,1137.0,-8.0,9.0,1146.0,115.0,96.0,82.0,516,1308.0,5.0,1340,1313.0,-27.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-8.692182199781417
2015,1,1,4,AA,1688,N3EUAA,DCA,DFW,1230,1228.0,-2.0,7.0,1235.0,205.0,205.0,183.0,1192,1438.0,15.0,1455,1453.0,-2.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-10.970917055083838
2015,1,1,4,OO,5641,N928SW,DEN,COS,1955,2018.0,23.0,69.0,2127.0,42.0,95.0,21.0,73,2148.0,5.0,2037,2153.0,76.0,0,0,,53.0,0.0,0.0,23.0,0.0,2022-11-13 08:33:55.975683,8.551279070044641
2015,1,1,4,OO,5348,N562SW,SBP,LAX,615,613.0,-2.0,21.0,634.0,71.0,64.0,37.0,156,711.0,6.0,726,717.0,-9.0,0,0,,,,,,,2022-11-13 08:33:55.975683,89.85030502732496
2015,1,1,4,B6,916,N934JB,SFO,JFK,2140,2139.0,-1.0,14.0,2153.0,320.0,312.0,293.0,2586,546.0,5.0,600,551.0,-9.0,0,0,,,,,,,2022-11-13 08:33:55.975683,0.530173808350951
2015,1,1,4,MQ,3412,N854MQ,TYS,ORD,1525,1521.0,-4.0,11.0,1532.0,105.0,98.0,80.0,475,1552.0,7.0,1610,1559.0,-11.0,0,0,,,,,,,2022-11-13 08:33:55.975683,1.8195808900660304
2015,1,1,4,DL,1826,N532US,FLL,ATL,1545,1544.0,-1.0,16.0,1600.0,115.0,105.0,81.0,581,1721.0,8.0,1740,1729.0,-11.0,0,0,,,,,,,2022-11-13 08:33:55.975683,8.683002316560202
2015,1,1,4,WN,1025,N966WN,LAX,ATL,1325,1343.0,18.0,10.0,1353.0,250.0,235.0,220.0,1947,2033.0,5.0,2035,2038.0,3.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-64.81392659523085
2015,1,1,4,DL,1145,N812DN,DTW,SFO,1530,1529.0,-1.0,26.0,1555.0,319.0,287.0,258.0,2079,1713.0,3.0,1749,1716.0,-33.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-10.538560496800208
2015,1,1,4,UA,1553,N37290,BOS,EWR,550,552.0,2.0,12.0,604.0,88.0,67.0,46.0,200,650.0,9.0,718,659.0,-19.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-1.9870623427813792
2015,1,1,4,DL,2021,N681DA,DTW,PHX,1604,1604.0,0.0,16.0,1620.0,269.0,277.0,258.0,1671,1838.0,3.0,1833,1841.0,8.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-20.644856134952224
2015,1,1,4,WN,1178,N296WN,BWI,FLL,1640,1639.0,-1.0,13.0,1652.0,160.0,150.0,133.0,925,1905.0,4.0,1920,1909.0,-11.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-7.61127586854887
2015,1,1,4,DL,1560,N3743H,ANC,SEA,45,31.0,-14.0,25.0,56.0,210.0,200.0,171.0,1448,447.0,4.0,515,451.0,-24.0,0,0,,,,,,,2022-11-13 08:33:55.975683,7.222190161841324
2015,1,1,4,OO,5325,N927SW,ORD,DLH,1311,1310.0,-1.0,29.0,1339.0,94.0,105.0,70.0,397,1449.0,6.0,1445,1455.0,10.0,0,0,,,,,,,2022-11-13 08:33:55.975683,2.4807540324553834
2015,1,1,4,WN,1824,N615SW,BOS,ATL,955,959.0,4.0,17.0,1016.0,185.0,183.0,160.0,946,1256.0,6.0,1300,1302.0,2.0,0,0,,,,,,,2022-11-13 08:33:55.975683,114.01964266715348
2015,1,1,4,OO,5484,N824AS,BOI,SFO,520,525.0,5.0,24.0,549.0,112.0,110.0,79.0,522,608.0,7.0,612,615.0,3.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-16.668257297317044
2015,1,1,4,EV,4865,N12540,MAF,IAH,719,,,,,84.0,,,429,,,843,,,0,1,B,,,,,,2022-11-13 08:33:55.975683,-20.398724979600654
2015,1,1,4,DL,1974,N342NB,ATL,GSO,1855,1854.0,-1.0,14.0,1908.0,77.0,67.0,49.0,306,1957.0,4.0,2012,2001.0,-11.0,0,0,,,,,,,2022-11-13 08:33:55.975683,31.15235839379729
2015,1,1,4,MQ,3386,N622MQ,CLL,DFW,1440,1452.0,12.0,14.0,1506.0,55.0,58.0,33.0,164,1539.0,11.0,1535,1550.0,15.0,0,0,,3.0,0.0,12.0,0.0,0.0,2022-11-13 08:33:55.975683,-20.38917547416758
2015,1,1,4,EV,4333,N11191,EWR,TUL,1931,2052.0,81.0,18.0,2110.0,212.0,,,1215,32.0,4.0,2203,36.0,,1,0,,,,,,,2022-11-13 08:33:55.975683,-1.037418078235948
2015,1,1,4,UA,1149,N69830,MCO,DEN,1139,1139.0,0.0,22.0,1201.0,247.0,244.0,215.0,1546,1336.0,7.0,1346,1343.0,-3.0,0,0,,,,,,,2022-11-13 08:33:55.975683,17.581829614522132
2015,1,1,4,WN,928,N625SW,BNA,SAT,2005,2014.0,9.0,6.0,2020.0,150.0,146.0,135.0,822,2235.0,5.0,2235,2240.0,5.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-0.0646255483838661
2015,1,1,4,AA,1299,N3HYAA,MIA,DCA,930,928.0,-2.0,14.0,942.0,149.0,142.0,123.0,919,1145.0,5.0,1159,1150.0,-9.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-1.547508824291982
2015,1,1,4,UA,715,N430UA,STL,SFO,1720,1724.0,4.0,9.0,1733.0,268.0,233.0,220.0,1735,1913.0,4.0,1948,1917.0,-31.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-10.216541401752105
2015,1,1,4,US,514,N722US,MIA,DCA,1220,1215.0,-5.0,12.0,1227.0,149.0,140.0,120.0,919,1427.0,8.0,1449,1435.0,-14.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-8.080492418590266
2015,1,1,4,WN,840,N378SW,ONT,SMF,1845,1930.0,45.0,5.0,1935.0,80.0,71.0,63.0,390,2038.0,3.0,2005,2041.0,36.0,0,0,,0.0,0.0,2.0,34.0,0.0,2022-11-13 08:33:55.975683,-10.27046313321779
2015,1,1,4,DL,2010,N918DE,ATL,DFW,1215,1213.0,-2.0,18.0,1231.0,155.0,136.0,112.0,731,1323.0,6.0,1350,1329.0,-21.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-8.187130602168283
2015,1,1,4,UA,446,N839UA,OMA,ORD,1833,1829.0,-4.0,9.0,1838.0,97.0,92.0,55.0,416,1933.0,28.0,2010,2001.0,-9.0,0,0,,,,,,,2022-11-13 08:33:55.975683,96.2342229011922
2015,1,1,4,OO,3463,N219AG,ONT,PDX,923,912.0,-11.0,8.0,920.0,142.0,135.0,124.0,838,1124.0,3.0,1145,1127.0,-18.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-82.83340557218872
2015,1,1,4,WN,705,N8645A,DEN,FLL,1750,1804.0,14.0,25.0,1829.0,215.0,231.0,202.0,1703,2351.0,4.0,2325,2355.0,30.0,0,0,,16.0,0.0,14.0,0.0,0.0,2022-11-13 08:33:55.975683,-10.239244225010498
2015,1,1,4,WN,1353,N618WN,PHX,SLC,1720,1735.0,15.0,15.0,1750.0,90.0,94.0,75.0,507,1905.0,4.0,1850,1909.0,19.0,0,0,,4.0,0.0,9.0,6.0,0.0,2022-11-13 08:33:55.975683,24.939805857455575
2015,1,1,4,DL,1273,N955DN,ATL,JAX,2045,2045.0,0.0,15.0,2100.0,68.0,62.0,42.0,270,2142.0,5.0,2153,2147.0,-6.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-9.578594932207128
2015,1,1,4,NK,696,N526NK,LAS,BWI,2350,2345.0,-5.0,11.0,2356.0,260.0,250.0,232.0,2106,648.0,7.0,710,655.0,-15.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-11.562781498392384
2015,1,1,4,AA,1267,N3LTAA,TPA,ORD,745,747.0,2.0,9.0,756.0,170.0,174.0,150.0,1012,926.0,15.0,935,941.0,6.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-1.0682929205401814
2015,1,1,4,WN,2380,N418WN,DAL,DCA,1420,1430.0,10.0,11.0,1441.0,165.0,143.0,128.0,1184,1749.0,4.0,1805,1753.0,-12.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-12.687354424823548
2015,1,1,4,WN,1329,N488WN,MCO,SJU,1140,1155.0,15.0,12.0,1207.0,165.0,155.0,138.0,1189,1525.0,5.0,1525,1530.0,5.0,0,0,,,,,,,2022-11-13 08:33:55.975683,81.49648053470968
2015,1,1,4,AS,482,N433AS,SEA,LAX,750,802.0,12.0,8.0,810.0,166.0,143.0,126.0,954,1016.0,9.0,1036,1025.0,-11.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-13.71820678053894
2015,1,1,4,MQ,3264,N631MQ,DFW,MHK,2100,2133.0,33.0,16.0,2149.0,78.0,78.0,58.0,431,2247.0,4.0,2218,2251.0,33.0,0,0,,0.0,0.0,33.0,0.0,0.0,2022-11-13 08:33:55.975683,109.84506729393084
2015,1,1,4,WN,936,N458WN,DAL,LIT,1515,1547.0,32.0,11.0,1558.0,60.0,63.0,47.0,296,1645.0,5.0,1615,1650.0,35.0,0,0,,3.0,0.0,31.0,1.0,0.0,2022-11-13 08:33:55.975683,-7.23730389568759
2015,1,1,4,US,590,N758US,BOI,PHX,700,659.0,-1.0,30.0,729.0,128.0,131.0,97.0,735,906.0,4.0,908,910.0,2.0,0,0,,,,,,,2022-11-13 08:33:55.975683,96.36817506583952
2015,1,1,4,NK,925,N634NK,DFW,OAK,600,600.0,0.0,13.0,613.0,238.0,209.0,188.0,1457,721.0,8.0,758,729.0,-29.0,0,0,,,,,,,2022-11-13 08:33:55.975683,83.84445921154104
2015,1,1,4,DL,1802,N581NW,SAN,DTW,2250,2247.0,-3.0,16.0,2303.0,259.0,236.0,213.0,1956,536.0,7.0,609,543.0,-26.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-83.98916836093316
2015,1,1,4,WN,317,N222WN,ATL,DAL,725,721.0,-4.0,10.0,731.0,140.0,138.0,124.0,721,835.0,4.0,845,839.0,-6.0,0,0,,,,,,,2022-11-13 08:33:55.975683,-10.6247444766968
2015,1,1,4,WN,1680,N612SW,TPA,BWI,1345,1348.0,3.0,9.0,1357.0,135.0,123.0,111.0,842,1548.0,3.0,1600,1551.0,-9.0,0,0,,,,,,,2022-11-13 08:33:55.975683,7.011222040978302
2015,1,1,4,EV,4163,N14907,IAH,MCI,1740,1747.0,7.0,20.0,1807.0,122.0,108.0,83.0,643,1930.0,5.0,1942,1935.0,-7.0,0,0,,,,,,,2022-11-13 08:33:55.975683,25.945338896906375
