creditscore,geography,gender,age,tenure,balance,numofproducts,hascrcard,isactivemember,estimatedsalary,churn,decisions
679,New York,Female,30,4,77949.69,1,1,1,121151.46,yes,low_risk
591,Hawaii,Male,43,3,0.0,2,0,1,198926.36,yes,low_risk
533,New York,Male,51,6,127545.56,2,0,0,79559.02,no,high_risk
670,Texas,Female,32,4,102954.68,2,0,1,134942.45,yes,low_risk
470,California,Female,25,8,127974.06,2,1,1,183259.35,yes,low_risk
762,California,Male,31,7,117687.35,1,1,1,159344.43,yes,low_risk
731,California,Male,43,2,0.0,1,1,1,170034.95,no,high_risk
850,California,Male,37,4,126872.6,1,1,0,197266.58,yes,low_risk
450,Florida,Female,34,2,0.0,2,1,0,175480.93,yes,low_risk
711,Hawaii,Male,64,4,0.0,2,1,1,3185.67,yes,low_risk
739,California,Female,27,6,0.0,1,1,1,57572.38,yes,low_risk
516,Hawaii,Male,35,5,128653.59,1,1,0,127558.26,yes,low_risk
646,Hawaii,Male,40,5,93680.43,2,1,1,179473.26,yes,low_risk
484,Hawaii,Female,50,2,90408.16,2,0,0,48170.57,yes,low_risk
651,Massachusetts,Female,45,10,135923.16,1,1,0,18732.84,yes,low_risk
696,Hawaii,Male,28,4,172646.82,1,1,1,116471.43,yes,low_risk
621,Hawaii,Male,39,6,0.0,2,1,1,58883.91,yes,low_risk
512,Hawaii,Male,51,6,144953.31,1,1,1,165035.17,yes,low_risk
619,Florida,Female,56,7,0.0,2,1,1,42442.21,yes,low_risk
722,Texas,Female,48,10,138311.76,1,1,1,3472.63,no,high_risk
818,Texas,Male,43,10,105301.5,1,1,1,78941.59,yes,low_risk
591,Florida,Female,40,1,86376.29,1,0,1,136767.16,no,high_risk
705,New York,Female,43,7,79974.55,1,1,1,103108.33,yes,low_risk
704,Hawaii,Male,39,2,111525.02,1,1,0,199484.96,yes,low_risk
589,Hawaii,Male,38,4,0.0,1,1,0,95483.48,no,high_risk
534,Hawaii,Male,52,1,0.0,3,1,1,104035.41,no,high_risk
635,Hawaii,Male,33,1,0.0,3,0,0,178067.33,no,high_risk
559,California,Female,46,5,0.0,1,1,0,21006.1,no,high_risk
631,Texas,Male,48,1,106396.48,1,1,1,150661.42,no,high_risk
850,Hawaii,Male,34,2,72079.71,1,1,1,115767.93,yes,low_risk
421,Massachusetts,Male,34,6,90723.36,1,1,1,12162.76,yes,low_risk
785,Hawaii,Female,34,9,70302.48,1,1,1,68600.36,yes,low_risk
706,Texas,Female,47,6,120621.89,1,1,1,140803.7,yes,low_risk
492,Hawaii,Male,39,7,0.0,2,0,1,71323.23,yes,low_risk
574,California,Female,39,2,122524.61,2,1,0,88463.63,yes,low_risk
640,Massachusetts,Male,39,3,0.0,1,1,1,105997.25,yes,low_risk
628,California,Male,45,9,0.0,2,1,1,96862.56,yes,low_risk
582,Hawaii,Male,39,5,0.0,2,1,1,129892.93,yes,low_risk
647,New York,Male,52,7,130013.12,1,1,1,190806.36,no,high_risk
527,Massachusetts,Male,28,6,128396.33,2,1,0,79919.97,yes,low_risk
714,Hawaii,Male,35,3,0.0,2,1,1,95623.28,yes,low_risk
605,Texas,Female,31,1,117992.59,1,1,1,183598.77,yes,low_risk
638,California,Male,57,6,0.0,1,1,0,33676.48,no,high_risk
507,Hawaii,Male,36,4,83543.37,1,0,0,140134.43,yes,low_risk
774,California,Female,32,4,0.0,2,0,0,114899.13,yes,low_risk
663,Texas,Male,37,7,143625.83,2,0,1,176487.05,yes,low_risk
687,Florida,Male,38,8,69434.4,2,1,1,66580.13,no,high_risk
732,California,Female,36,9,0.0,1,0,0,3749.0,no,high_risk
716,New York,Female,39,10,115301.31,1,1,0,43527.4,no,high_risk
703,Hawaii,Female,40,7,0.0,2,0,1,122518.5,yes,low_risk
492,Texas,Female,49,2,151249.45,2,1,1,167237.94,yes,low_risk
680,Texas,Male,44,0,129974.79,2,1,1,33391.38,yes,low_risk
683,Massachusetts,Male,30,1,113257.2,1,1,1,65035.02,yes,low_risk
685,Massachusetts,Male,31,10,135213.71,1,1,1,125777.28,yes,low_risk
626,Hawaii,Male,34,7,113014.7,2,1,1,56646.28,yes,low_risk
473,California,Female,33,5,125827.43,1,0,1,145698.73,yes,low_risk
554,Texas,Female,36,3,157780.93,2,1,0,6089.13,yes,low_risk
609,California,Male,25,10,0.0,1,0,1,109895.16,yes,low_risk
634,Hawaii,Male,77,5,0.0,2,1,1,161579.85,yes,low_risk
550,Hawaii,Male,22,6,154377.3,1,1,1,51721.52,yes,low_risk
671,Texas,Female,44,0,84745.03,2,0,1,34673.98,yes,low_risk
743,Hawaii,Male,43,5,0.0,2,0,0,113079.19,no,high_risk
565,New York,Male,52,5,97720.35,2,1,0,175070.94,no,high_risk
603,Hawaii,Male,43,5,127823.93,1,1,1,19483.35,yes,low_risk
622,Hawaii,Female,31,1,89688.94,1,1,1,152305.47,yes,low_risk
681,Hawaii,Male,38,3,0.0,2,1,1,112491.96,yes,low_risk
555,Hawaii,Male,30,1,0.0,2,0,0,88146.86,yes,low_risk
545,Hawaii,Female,32,6,0.0,2,1,1,52067.37,yes,low_risk
652,California,Female,80,4,0.0,2,1,1,188603.07,yes,low_risk
512,Massachusetts,Female,35,5,124580.69,1,1,1,18785.48,yes,low_risk
608,Florida,Male,45,4,0.0,2,0,0,36697.48,no,high_risk
618,California,Nonbinary,37,2,168178.21,2,0,1,101273.23,yes,low_risk
686,Texas,Female,47,5,170935.94,1,1,0,173179.79,no,high_risk
544,Hawaii,Male,64,9,113829.45,1,1,1,124341.49,yes,low_risk
575,Massachusetts,Male,28,7,0.0,1,1,1,10666.05,yes,low_risk
622,Hawaii,Male,35,8,0.0,2,1,1,131772.51,yes,low_risk
556,Texas,Male,37,9,145018.64,2,1,0,90928.02,no,high_risk
593,New York,Female,38,5,85626.6,1,1,1,125079.65,yes,low_risk
475,California,Nonbinary,39,6,0.0,1,1,1,56999.9,no,high_risk
588,California,Male,30,3,115007.08,1,0,0,176858.5,yes,low_risk
654,Hawaii,Female,40,3,0.0,2,1,0,167889.1,yes,low_risk
629,New York,Male,35,7,156847.29,2,1,0,31824.29,yes,low_risk
733,California,Male,42,9,120094.93,1,1,0,184056.45,yes,low_risk
608,California,Female,34,4,88772.87,1,1,1,168822.01,yes,low_risk
696,New York,Male,42,7,162318.61,1,1,0,121061.89,yes,low_risk
662,Florida,Female,41,4,90350.77,1,1,0,75884.65,no,high_risk
609,New York,Female,71,6,113317.1,1,1,0,108258.22,no,high_risk
823,Hawaii,Male,37,5,164858.18,1,1,1,173516.71,yes,low_risk
505,Hawaii,Male,34,10,104498.79,1,0,1,126451.14,yes,low_risk
621,California,Male,31,7,136658.61,1,1,1,148689.13,yes,low_risk
635,Hawaii,Female,40,10,123497.58,1,1,0,131953.23,no,high_risk
600,California,Female,26,6,108909.12,1,1,0,82547.01,yes,low_risk
620,California,Male,32,7,0.0,2,1,1,34665.79,yes,low_risk
703,Florida,Male,29,9,0.0,2,1,0,50679.48,yes,low_risk
540,Hawaii,Male,48,2,109349.29,1,1,0,88703.04,no,high_risk
763,Florida,Female,32,8,0.0,2,1,0,16725.53,yes,low_risk
618,Texas,Female,40,0,140306.38,1,1,0,160618.61,no,high_risk
576,Florida,Male,19,6,0.0,2,0,0,72306.07,yes,low_risk
725,Texas,Male,45,8,116917.07,1,0,0,173464.43,no,high_risk
720,California,Female,34,6,110717.38,1,1,1,9398.45,yes,low_risk
499,Texas,Female,55,4,126817.65,2,1,0,123269.71,yes,low_risk
751,New York,Female,37,0,151218.98,1,1,1,109309.29,yes,low_risk
551,California,Male,37,3,0.0,2,1,1,50578.4,yes,low_risk
512,Florida,Male,31,6,0.0,2,1,0,168462.26,yes,low_risk
630,Hawaii,Male,26,7,129837.72,2,0,1,197001.15,yes,low_risk
618,New York,Female,40,1,133245.52,2,1,1,54495.82,yes,low_risk
653,Hawaii,Female,31,7,102575.04,1,1,1,11043.54,yes,low_risk
744,Hawaii,Male,31,9,120718.28,1,1,1,58961.49,yes,low_risk
652,Massachusetts,Male,28,8,156823.7,2,1,0,198251.52,yes,low_risk
748,California,Nonbinary,33,1,142645.43,1,0,0,69132.66,yes,low_risk
671,Florida,Male,32,6,123912.78,2,1,1,146636.44,yes,low_risk
547,Hawaii,Female,51,1,0.0,2,1,1,56908.41,yes,low_risk
582,New York,Female,40,3,110150.43,1,1,1,191757.65,no,high_risk
721,California,Female,40,7,0.0,2,1,1,122580.48,yes,low_risk
766,Hawaii,Female,52,7,92510.9,2,0,1,66193.61,yes,low_risk
581,Florida,Female,29,8,0.0,2,1,0,46735.19,yes,low_risk
478,Florida,Female,36,3,92363.3,2,1,0,44912.7,yes,low_risk
767,California,Female,44,2,152509.25,1,1,1,136915.15,yes,low_risk
677,Texas,Nonbinary,41,8,146720.98,2,1,1,4195.84,yes,low_risk
797,Hawaii,Male,24,5,0.0,2,1,0,182257.61,yes,low_risk
705,Florida,Female,46,5,89364.91,1,0,1,139162.15,yes,low_risk
543,Hawaii,Nonbinary,42,5,0.0,2,0,0,101905.34,yes,low_risk
559,Hawaii,Male,28,3,141099.43,1,1,1,15607.27,yes,low_risk
764,California,Female,39,1,129068.54,2,1,1,187905.12,yes,low_risk
427,Hawaii,Male,33,8,0.0,1,1,1,13858.95,yes,low_risk
546,California,Female,30,5,0.0,2,0,1,198543.09,yes,low_risk
685,Hawaii,Male,23,8,0.0,2,1,1,112239.03,yes,low_risk
618,California,Female,49,9,44301.43,3,1,1,89729.3,no,high_risk
579,California,Female,39,3,166501.17,2,1,0,93835.64,yes,low_risk
689,Hawaii,Male,40,8,160272.27,1,1,0,49656.24,yes,low_risk
850,Hawaii,Male,19,8,0.0,1,1,1,68569.89,yes,low_risk
515,New York,Male,60,9,113715.36,1,1,0,18424.24,no,high_risk
555,California,Male,29,4,128744.04,1,1,1,47454.93,yes,low_risk
711,Florida,Female,28,5,0.0,2,1,1,93959.96,yes,low_risk
812,Massachusetts,Female,44,8,0.0,3,1,0,66926.83,no,high_risk
701,Florida,Male,26,5,83600.24,1,0,1,59195.05,yes,low_risk
608,Hawaii,Female,62,8,144976.5,1,0,0,175836.03,no,high_risk
684,Hawaii,Male,35,6,135871.5,1,1,1,87219.41,yes,low_risk
625,Hawaii,Nonbinary,51,4,124620.01,2,1,0,92243.94,no,high_risk
614,Massachusetts,Male,36,5,0.0,2,1,0,130610.78,yes,low_risk
838,Massachusetts,Male,35,0,0.0,2,0,1,197305.91,yes,low_risk
619,Massachusetts,Female,45,0,0.0,2,0,0,113645.4,yes,low_risk
574,Massachusetts,Male,30,5,120355.0,1,1,0,137793.35,yes,low_risk
700,Hawaii,Male,26,4,119009.57,1,1,0,141926.43,yes,low_risk
650,Florida,Female,25,3,86605.5,3,1,0,16649.31,no,high_risk
647,Florida,Male,33,7,121260.19,2,1,0,77216.48,yes,low_risk
647,Hawaii,Male,28,8,0.0,2,1,1,91055.27,yes,low_risk
480,Hawaii,Female,28,6,0.0,2,0,0,48131.92,yes,low_risk
715,California,Male,23,7,139224.92,2,1,0,65057.71,yes,low_risk
600,Hawaii,Female,38,9,0.0,2,1,1,58855.85,yes,low_risk
541,California,Male,34,3,128743.55,1,1,0,134851.12,yes,low_risk
451,New York,Female,38,9,61482.47,1,1,1,167538.66,yes,low_risk
717,Hawaii,Male,38,7,0.0,2,1,1,158580.05,yes,low_risk
635,New York,Female,48,4,81556.89,2,1,0,191914.37,yes,low_risk
686,Florida,Female,47,6,0.0,1,1,0,32080.69,no,high_risk
683,California,Male,25,4,0.0,2,1,0,152698.24,yes,low_risk
716,California,Female,38,1,0.0,2,1,1,99661.46,yes,low_risk
592,New York,Male,31,7,124593.23,1,1,0,86079.67,yes,low_risk
601,California,Male,47,1,64430.06,2,0,1,96517.97,yes,low_risk
761,New York,Male,36,8,108239.11,2,0,0,99444.02,yes,low_risk
733,California,Male,64,3,0.0,2,1,1,75272.63,yes,low_risk
713,California,Female,52,0,185891.54,1,1,1,46369.57,no,high_risk
840,California,Female,39,1,94968.97,1,1,0,84487.62,yes,low_risk
539,California,Male,38,5,0.0,2,1,0,47388.41,yes,low_risk
786,Hawaii,Female,29,4,0.0,2,1,0,103372.79,yes,low_risk
489,California,Male,34,5,0.0,1,0,0,43540.59,yes,low_risk
729,Massachusetts,Female,34,9,53299.96,2,1,1,42855.97,yes,low_risk
709,Florida,Male,62,3,0.0,2,1,1,82195.15,yes,low_risk
791,New York,Female,33,10,130229.71,2,0,0,54019.93,no,high_risk
641,Texas,Male,42,3,121765.37,2,1,1,166516.84,yes,low_risk
542,Texas,Male,33,8,142871.27,2,0,0,77737.86,yes,low_risk
634,New York,Male,43,3,212696.32,1,1,0,115268.86,yes,low_risk
650,New York,Female,25,2,114330.95,1,1,1,25325.07,yes,low_risk
433,Florida,Male,34,9,152806.74,1,1,0,19687.99,yes,low_risk
792,Texas,Female,59,9,101609.77,1,0,0,161479.19,no,high_risk
509,Florida,Female,25,3,108738.71,2,1,0,106920.57,yes,low_risk
695,California,Female,23,1,0.0,2,1,1,141756.32,yes,low_risk
665,California,Female,34,1,96645.54,2,0,0,171413.66,yes,low_risk
720,Texas,Female,57,1,162082.31,4,0,0,27145.73,no,high_risk
668,California,Male,42,8,187534.79,1,1,1,32900.41,no,high_risk
715,Hawaii,Male,45,4,0.0,2,1,1,55043.93,yes,low_risk
797,Texas,Female,33,10,83555.58,1,0,0,69767.14,yes,low_risk
596,California,Female,33,1,138162.81,1,1,0,85412.54,yes,low_risk
784,Florida,Male,48,7,0.0,2,1,1,182609.97,yes,low_risk
671,Hawaii,Female,48,6,119769.77,1,0,1,66032.65,yes,low_risk
637,Massachusetts,Male,43,8,0.0,1,1,0,12156.93,no,high_risk
819,California,Male,35,1,0.0,2,0,1,3385.04,yes,low_risk
731,Hawaii,Female,41,9,152243.57,1,1,1,88783.59,yes,low_risk
494,Massachusetts,Male,38,7,0.0,2,1,1,6203.66,yes,low_risk
662,California,Male,34,2,117731.79,2,0,1,55120.79,yes,low_risk
684,Massachusetts,Male,24,8,143582.89,1,1,1,22527.27,yes,low_risk
646,New York,Male,46,1,170826.55,2,1,0,45041.32,yes,low_risk
515,Florida,Male,40,10,121355.99,1,1,0,138360.29,yes,low_risk
637,Hawaii,Male,33,0,132255.99,2,0,1,74588.41,yes,low_risk
711,Hawaii,Female,32,1,0.0,2,1,0,126188.42,yes,low_risk
654,New York,Male,37,5,112146.12,1,1,0,75927.35,yes,low_risk
515,New York,Male,45,7,120961.5,3,1,1,39288.11,no,high_risk
775,Texas,Male,33,3,83501.66,2,1,0,128841.31,yes,low_risk
644,Massachusetts,Male,32,3,136659.74,1,1,1,14187.78,yes,low_risk
432,Hawaii,Male,42,9,152603.45,1,1,0,110265.24,no,high_risk
479,Texas,Male,24,6,107637.97,2,0,1,169505.83,yes,low_risk
621,California,Female,50,5,0.0,2,1,0,191756.54,no,high_risk
701,Texas,Male,63,3,120916.52,3,0,0,144727.45,no,high_risk
712,Hawaii,Female,42,1,87842.98,1,0,0,92223.59,yes,low_risk
775,Hawaii,Female,27,4,152309.37,1,1,0,104112.0,yes,low_risk
489,California,Female,38,5,117289.92,1,0,0,85231.88,yes,low_risk
439,Hawaii,Male,36,2,165536.28,2,1,1,123956.83,yes,low_risk
641,New York,Male,41,7,104405.54,3,1,0,17384.21,yes,low_risk
647,Texas,Male,52,7,130013.12,1,1,1,190806.36,no,high_risk
615,Hawaii,Female,30,9,0.0,1,1,0,87347.82,yes,low_risk
607,Texas,Male,47,4,148826.32,1,1,1,79450.61,yes,low_risk
607,Texas,Female,24,2,109483.54,2,0,1,127560.77,yes,low_risk
595,New York,Male,30,9,130682.11,2,1,1,57862.88,yes,low_risk
791,Hawaii,Male,28,4,0.0,1,1,0,174435.48,yes,low_risk
446,Texas,Male,25,3,136202.78,1,1,0,176743.51,yes,low_risk
681,Texas,Male,31,4,97338.19,2,0,0,48226.76,yes,low_risk
474,California,Male,37,3,98431.37,1,0,0,75698.44,yes,low_risk
586,Texas,Male,34,9,74309.81,1,1,0,15034.93,yes,low_risk
700,Texas,Female,39,5,144550.83,2,1,1,189664.43,yes,low_risk
559,Hawaii,Male,33,9,111060.05,2,1,0,110371.84,yes,low_risk
724,New York,Male,41,2,127892.57,2,0,1,199645.45,yes,low_risk
593,Florida,Male,31,8,112713.34,1,1,1,176868.89,yes,low_risk
581,Texas,Female,38,3,135157.05,1,1,1,32919.42,yes,low_risk
757,Massachusetts,Male,33,5,77253.22,1,0,1,194239.63,yes,low_risk
674,Texas,Male,43,8,85957.88,2,1,0,8757.39,yes,low_risk
633,Hawaii,Male,43,5,0.0,2,1,1,48249.88,yes,low_risk
528,New York,Nonbinary,62,7,133201.17,1,0,0,168507.68,no,high_risk
608,Hawaii,Female,47,6,0.0,1,1,1,126012.57,yes,low_risk
701,Hawaii,Female,42,6,86167.82,1,1,0,153342.38,yes,low_risk
753,New York,Female,35,5,82453.96,2,0,0,18254.75,yes,low_risk
445,Hawaii,Female,33,7,0.0,2,1,0,122625.68,yes,low_risk
808,Texas,Female,37,2,100431.84,1,1,0,35140.49,no,high_risk
550,Florida,Male,39,2,116120.19,2,1,1,195638.13,yes,low_risk
638,Massachusetts,Female,34,7,0.0,2,0,0,3946.29,yes,low_risk
619,California,Male,29,5,0.0,2,1,0,194310.1,yes,low_risk
658,New York,Female,45,9,134562.8,1,1,1,159268.67,yes,low_risk
726,Hawaii,Female,34,0,185734.75,1,1,1,102036.82,yes,low_risk
607,Hawaii,Male,31,8,0.0,2,1,1,43196.5,yes,low_risk
730,Massachusetts,Male,25,5,167385.81,1,1,1,56307.51,yes,low_risk
670,Massachusetts,Male,30,3,133446.34,1,0,0,3154.95,yes,low_risk
746,Massachusetts,Male,24,10,68781.82,1,0,1,47997.39,yes,low_risk
615,Hawaii,Female,61,1,104267.7,1,1,0,62845.64,no,high_risk
755,Texas,Male,38,4,111096.91,1,1,1,19762.88,yes,low_risk
610,California,Nonbinary,25,2,0.0,2,1,0,123723.83,yes,low_risk
675,California,Female,39,6,0.0,2,0,0,83419.15,yes,low_risk
628,California,Female,37,9,0.0,2,1,1,34689.77,yes,low_risk
548,California,Female,46,1,0.0,1,1,1,104469.06,no,high_risk
663,California,Male,34,10,0.0,1,1,1,114083.73,yes,low_risk
684,Florida,Female,36,5,174180.39,1,1,0,119830.08,yes,low_risk
595,California,Male,29,6,150685.79,1,1,0,87771.06,yes,low_risk
667,Texas,Male,27,2,138032.15,1,1,0,166317.71,yes,low_risk
668,Hawaii,Female,37,7,128645.67,1,1,0,92149.64,yes,low_risk
581,New York,Male,39,1,121523.51,1,0,0,161655.55,no,high_risk
661,Massachusetts,Male,42,2,178820.91,1,0,0,29358.57,no,high_risk
727,New York,Male,39,5,80615.46,2,0,0,180962.32,yes,low_risk
532,California,Female,40,5,0.0,2,0,1,177099.71,yes,low_risk
610,Hawaii,Female,25,2,0.0,2,1,0,123723.83,yes,low_risk
518,Hawaii,Female,45,9,105525.65,2,1,1,73418.29,yes,low_risk
711,Massachusetts,Male,37,2,0.0,2,1,0,83978.86,no,high_risk
548,Florida,Male,33,6,0.0,1,1,1,31728.35,yes,low_risk
597,California,Male,28,2,0.0,3,1,1,78707.97,yes,low_risk
497,New York,Female,55,7,131778.66,1,1,1,9972.64,yes,low_risk
481,Massachusetts,Female,37,8,0.0,2,1,0,44215.86,yes,low_risk
511,Massachusetts,Female,40,1,0.0,1,1,1,184118.73,yes,low_risk
592,California,Female,31,2,84102.11,2,0,1,116385.24,yes,low_risk
682,California,Male,30,4,0.0,1,0,1,161465.31,yes,low_risk
422,Hawaii,Male,54,3,140014.42,1,0,1,86350.97,yes,low_risk
779,Hawaii,Male,32,10,80728.15,1,1,0,86306.75,yes,low_risk
434,Florida,Male,33,3,0.0,1,1,1,2739.71,yes,low_risk
561,California,Male,28,7,0.0,2,1,0,7797.01,yes,low_risk
611,Massachusetts,Female,33,7,0.0,2,1,1,3729.89,yes,low_risk
591,Texas,Female,35,2,90194.34,2,1,0,57064.57,yes,low_risk
641,California,Male,77,9,0.0,3,1,1,81514.06,yes,low_risk
696,Hawaii,Male,27,4,87637.26,2,0,0,196111.35,yes,low_risk
640,New York,Male,45,8,120591.19,1,0,0,195123.94,yes,low_risk
585,Florida,Female,56,1,128472.8,1,1,0,186476.91,no,high_risk
754,Massachusetts,Male,39,7,157691.98,2,1,0,133600.89,no,high_risk
770,California,Female,30,8,0.0,2,1,0,100557.03,yes,low_risk
720,California,Female,43,6,137824.03,2,1,0,172557.77,yes,low_risk
660,California,Male,63,8,137841.53,1,1,1,42790.29,yes,low_risk
479,California,Female,35,2,113090.4,1,1,0,195649.79,yes,low_risk
658,Florida,Male,35,9,71829.34,1,1,1,68141.92,yes,low_risk
698,New York,Female,52,1,107906.75,1,1,0,168886.39,no,high_risk
487,Massachusetts,Nonbinary,44,6,61691.45,1,1,1,53087.98,yes,low_risk
531,Florida,Male,27,8,132576.25,1,0,0,7222.92,yes,low_risk
779,Hawaii,Female,42,5,0.0,2,0,0,25951.91,yes,low_risk
683,California,Female,73,8,137732.23,2,1,1,133210.44,yes,low_risk
658,California,Female,24,2,0.0,2,1,1,84694.49,yes,low_risk
445,Hawaii,Male,25,6,0.0,2,1,0,119425.94,yes,low_risk
674,Hawaii,Male,37,3,0.0,1,1,0,158049.9,yes,low_risk
655,California,Female,45,7,57327.04,1,0,1,47349.0,yes,low_risk
692,New York,Male,45,6,142084.04,4,1,0,188305.85,no,high_risk
794,Florida,Male,38,9,179581.31,1,1,0,23596.24,yes,low_risk
719,Massachusetts,Male,50,2,0.0,2,0,0,10772.13,yes,low_risk
629,Hawaii,Male,31,6,0.0,2,1,0,93881.75,yes,low_risk
805,California,Male,39,2,0.0,1,0,0,166650.32,yes,low_risk
729,Florida,Female,28,0,0.0,2,1,1,31165.06,no,high_risk
775,Hawaii,Male,45,8,0.0,1,1,0,130376.68,yes,low_risk
677,California,Female,25,3,0.0,2,1,0,179608.96,yes,low_risk
751,Florida,Male,52,8,0.0,2,0,1,179291.85,yes,low_risk
506,Texas,Male,28,8,53053.76,1,0,1,24577.34,yes,low_risk
608,California,Female,62,8,144976.5,1,0,0,175836.03,no,high_risk
737,California,Female,33,4,0.0,2,1,0,115115.32,yes,low_risk
573,Massachusetts,Male,44,8,0.0,2,0,0,62424.46,yes,low_risk
833,Hawaii,Male,47,2,0.0,2,1,1,182247.77,yes,low_risk
850,Texas,Female,47,4,99219.47,2,1,1,122141.13,yes,low_risk
535,Hawaii,Female,48,9,0.0,1,1,0,149892.79,no,high_risk
850,Hawaii,Male,40,6,97339.99,1,0,1,88815.25,yes,low_risk
586,Hawaii,Male,64,1,0.0,2,1,1,53710.23,yes,low_risk
610,California,Female,31,6,107784.65,1,1,1,141137.53,yes,low_risk
671,New York,Female,23,9,123943.18,1,1,1,159553.27,yes,low_risk
551,Hawaii,Female,45,6,0.0,2,1,1,51143.43,yes,low_risk
615,Massachusetts,Male,51,6,81818.49,1,1,1,169149.38,yes,low_risk
594,Texas,Female,32,4,120074.97,2,1,1,162961.79,yes,low_risk
650,Florida,Male,20,8,0.0,2,1,1,113469.65,yes,low_risk
665,New York,Male,25,5,153611.83,2,1,0,35321.65,yes,low_risk
586,Florida,Male,29,2,132450.24,1,1,1,36176.63,yes,low_risk
693,Texas,Male,44,5,124601.58,2,1,1,46998.13,no,high_risk
616,Florida,Male,30,2,0.0,2,1,0,199099.51,yes,low_risk
714,Hawaii,Female,40,0,0.0,2,1,0,62762.12,yes,low_risk
756,Massachusetts,Male,19,4,130274.22,1,1,1,133535.29,yes,low_risk
752,California,Female,36,7,0.0,2,1,0,184866.86,yes,low_risk
708,Hawaii,Female,51,8,70754.18,1,1,1,92920.04,no,high_risk
850,Massachusetts,Nonbinary,39,8,0.0,2,1,1,37090.44,yes,low_risk
544,Massachusetts,Male,30,8,145241.63,1,1,1,80676.83,yes,low_risk
689,Massachusetts,Female,28,3,0.0,2,1,1,192449.02,yes,low_risk
599,New York,Male,40,10,137456.28,2,1,1,14113.11,yes,low_risk
602,Hawaii,Female,29,3,88814.4,2,1,1,62487.97,yes,low_risk
641,California,Female,35,4,0.0,2,0,0,125986.18,yes,low_risk
702,Hawaii,Male,50,3,0.0,2,0,0,94949.84,yes,low_risk
557,California,Male,33,3,54503.55,1,1,1,371.05,yes,low_risk
623,California,Male,43,1,0.0,2,1,1,146379.3,yes,low_risk
659,New York,Female,39,1,104502.11,1,1,0,20652.69,yes,low_risk
718,New York,Male,26,7,147527.03,1,0,0,51099.56,yes,low_risk
613,Florida,Male,37,3,171653.17,1,0,1,5353.12,yes,low_risk
850,New York,Male,27,1,101278.25,2,1,1,26265.18,yes,low_risk
601,California,Male,50,2,115625.07,1,1,0,185855.21,yes,low_risk
608,Florida,Male,66,8,123935.35,1,1,1,65758.19,yes,low_risk
690,Hawaii,Male,29,5,0.0,2,1,0,108577.97,yes,low_risk
775,Massachusetts,Male,29,10,0.0,2,1,1,68143.93,yes,low_risk
821,New York,Male,45,0,135827.33,2,1,1,131778.58,yes,low_risk
601,Hawaii,Male,29,9,0.0,1,1,1,80393.27,yes,low_risk
700,Massachusetts,Female,43,0,0.0,2,1,0,59475.35,yes,low_risk
560,Hawaii,Female,35,1,0.0,2,1,0,3701.63,yes,low_risk
850,Florida,Male,31,6,82613.56,2,1,0,149170.92,yes,low_risk
496,California,Male,32,4,127845.83,1,1,0,66469.2,yes,low_risk
604,Massachusetts,Female,41,10,0.0,2,1,1,166224.39,yes,low_risk
715,California,Male,21,6,76467.16,1,1,1,173511.72,yes,low_risk
547,New York,Female,42,1,142703.4,1,1,0,86207.49,no,high_risk
617,Texas,Female,58,3,119024.75,2,1,0,35199.24,no,high_risk
834,Massachusetts,Male,33,5,0.0,2,1,0,66285.18,yes,low_risk
444,California,Female,45,4,0.0,2,1,0,161653.5,no,high_risk
487,California,Female,53,10,89550.85,1,0,1,90076.85,yes,low_risk
688,New York,Female,34,9,91025.58,2,0,1,163783.0,yes,low_risk
699,Hawaii,Male,32,3,0.0,2,1,1,170770.44,yes,low_risk
743,California,Nonbinary,46,9,0.0,1,1,0,113436.08,yes,low_risk
668,California,Female,31,9,0.0,2,0,0,41291.73,yes,low_risk
562,Florida,Female,29,9,120307.58,1,1,1,6795.61,yes,low_risk
620,Hawaii,Nonbinary,33,9,127638.35,1,1,1,192717.57,yes,low_risk
711,California,Male,52,5,0.0,1,1,1,159808.95,yes,low_risk
591,California,Male,33,9,131765.72,1,1,0,118782.06,yes,low_risk
443,New York,Male,59,4,110939.3,1,1,0,72846.58,no,high_risk
552,Texas,Male,33,3,144962.74,1,1,0,58844.84,no,high_risk
497,Texas,Male,24,6,111769.14,2,1,0,55859.27,yes,low_risk
730,Florida,Male,42,4,0.0,2,0,1,85982.47,yes,low_risk
561,Massachusetts,Male,24,8,143656.55,1,0,1,180932.46,yes,low_risk
707,Hawaii,Female,49,10,0.0,1,1,0,82967.97,no,high_risk
603,New York,Male,46,4,98899.76,2,1,1,86190.34,yes,low_risk
749,Florida,Male,42,9,222267.63,1,0,0,101108.85,no,high_risk
758,California,Female,50,2,95813.76,3,1,1,67944.09,no,high_risk
602,Florida,Male,29,5,103907.28,1,1,0,161229.84,yes,low_risk
479,Florida,Male,37,6,118433.94,1,0,1,160060.9,yes,low_risk
453,New York,Female,40,1,111524.49,1,1,1,120373.84,no,high_risk
665,Hawaii,Male,28,8,137300.23,1,1,0,90174.83,yes,low_risk
708,Massachusetts,Female,41,5,0.0,1,0,1,157003.99,yes,low_risk
629,California,Male,35,1,172170.36,1,1,1,159777.37,yes,low_risk
807,Texas,Female,31,1,141069.18,3,1,1,194257.11,yes,low_risk
686,Hawaii,Male,37,9,134560.62,1,1,0,27596.39,yes,low_risk
