creditscore,geography,gender,age,tenure,balance,numofproducts,hascrcard,isactivemember,estimatedsalary,churn,decisions,predicted_churn,event_id
592,California,Male,54,8,0.0,1,1,1,28737.71,no,high_risk,0.2917405388485365,725
767,New York,Male,23,2,139542.82,1,0,1,28038.28,yes,low_risk,0.6583489851467275,726
561,California,Male,37,1,100443.36,2,0,1,101693.73,yes,low_risk,0.8171150552647072,727
563,California,Female,32,0,148326.09,1,1,0,191604.27,no,high_risk,0.6640606596902328,728
656,California,Male,33,7,138705.02,2,1,0,37136.15,yes,low_risk,0.7964847678996497,729
632,California,Male,71,3,83116.68,1,1,1,27597.76,yes,low_risk,0.8277326434578396,730
764,California,Male,24,7,98148.61,1,1,0,26843.76,yes,low_risk,0.7197092274159951,731
635,Massachusetts,Male,29,2,0.0,2,0,0,117173.8,yes,low_risk,0.926101650250754,732
667,Texas,Female,39,4,83765.35,2,1,0,118358.54,yes,low_risk,0.6739190169538541,733
721,California,Male,40,9,118129.87,1,1,1,160277.65,yes,low_risk,0.6228923091489116,734
646,New York,Female,52,6,111739.4,2,0,1,68367.18,yes,low_risk,0.4090008985581571,735
616,Hawaii,Male,29,9,0.0,1,1,1,166984.44,yes,low_risk,0.6977399412821553,736
668,Hawaii,Male,42,8,187534.79,1,1,1,32900.41,no,high_risk,0.457471544164112,737
802,Florida,Male,51,7,0.0,1,0,1,40855.79,yes,low_risk,0.3205905062647294,738
850,Massachusetts,Female,29,1,0.0,2,1,1,197996.65,yes,low_risk,0.9331512451184968,739
631,California,Male,29,7,0.0,2,0,1,125877.22,yes,low_risk,0.9353719684477118,740
789,New York,Male,43,8,119654.44,2,0,1,148412.24,no,high_risk,0.4840718950211309,741
567,Texas,Female,40,2,105222.86,2,1,0,93795.86,yes,low_risk,0.5651909368824258,742
705,Texas,Female,64,3,153469.26,3,0,0,146573.66,no,high_risk,0.0158528652442619,743
628,New York,Female,45,6,53667.44,1,1,0,115022.94,yes,low_risk,0.2319585759333671,744
813,Hawaii,Male,34,0,0.0,2,1,0,43169.15,yes,low_risk,0.8963349569040621,745
584,New York,Female,29,7,105204.01,1,0,1,138490.03,yes,low_risk,0.6892913032696414,746
486,New York,Female,40,9,71340.09,1,1,0,76192.21,yes,low_risk,0.4136448286844452,747
559,Massachusetts,Male,67,9,125919.35,1,1,0,175910.95,no,high_risk,0.0814649261953668,748
807,Hawaii,Male,47,1,95120.59,1,0,0,127875.1,yes,low_risk,0.1930083182357972,749
660,Massachusetts,Male,33,2,80462.24,1,0,0,150422.35,yes,low_risk,0.6708566984462354,750
677,Texas,Female,39,0,111213.64,2,1,1,147578.26,yes,low_risk,0.7110929154447405,751
714,New York,Female,35,6,126077.43,2,1,1,53954.24,yes,low_risk,0.7878850095706909,752
837,Hawaii,Female,38,2,0.0,2,1,1,46395.21,yes,low_risk,0.8664971627329688,753
531,California,Nonbinary,29,3,114590.58,1,0,0,75585.48,yes,low_risk,0.6756657959267085,754
520,California,Female,38,4,0.0,2,1,0,56388.63,yes,low_risk,0.8559792351243939,755
447,Hawaii,Male,41,3,0.0,4,1,1,197490.39,no,high_risk,0.0874345068548423,756
629,Texas,Female,37,1,35549.81,2,0,0,49676.33,yes,low_risk,0.7676421705831601,757
429,California,Nonbinary,27,6,117307.44,2,1,1,24020.49,yes,low_risk,0.8533283334120043,758
754,Florida,Female,50,7,146777.44,2,0,1,150685.52,yes,low_risk,0.4734463277635656,759
762,Texas,Male,34,4,88815.56,2,1,0,68562.26,no,high_risk,0.811750576288713,760
675,Massachusetts,Male,33,3,0.0,2,1,0,45348.08,yes,low_risk,0.90779526840503,761
698,Hawaii,Male,37,8,0.0,2,0,0,145004.39,yes,low_risk,0.857522724022926,762
779,Massachusetts,Female,34,5,0.0,2,0,1,111676.63,yes,low_risk,0.929073594109472,763
543,California,Male,30,4,140916.81,1,1,0,157711.18,yes,low_risk,0.6762556430591176,764
669,Florida,Male,25,7,157228.61,2,1,0,124382.9,yes,low_risk,0.7868936447653406,765
609,Massachusetts,Male,39,2,139443.75,2,1,0,9234.06,yes,low_risk,0.6775235010307624,766
499,California,Female,38,9,0.0,2,0,1,183042.2,yes,low_risk,0.9098282279484377,767
590,Florida,Female,51,3,154962.99,3,0,1,191932.27,no,high_risk,0.0116110273531831,768
480,California,Female,42,1,152160.21,2,1,0,101778.9,yes,low_risk,0.5475225228119451,769
689,New York,Female,30,5,136650.89,1,1,1,41865.72,no,high_risk,0.6327602764249246,770
637,Florida,Male,43,8,0.0,1,1,0,12156.93,no,high_risk,0.228757912297675,771
679,Hawaii,Male,37,7,74260.03,1,1,0,194617.98,yes,low_risk,0.607703794309191,772
611,Hawaii,Male,68,5,82547.11,2,1,1,146448.01,yes,low_risk,0.734018990072284,773
850,New York,Nonbinary,38,5,146756.68,1,1,0,78268.61,yes,low_risk,0.4825936631960234,774
498,Texas,Male,37,8,108432.88,2,1,1,14865.05,yes,low_risk,0.7726006951082236,775
595,California,Female,39,7,120962.13,1,0,0,23305.01,yes,low_risk,0.539714701626604,776
586,California,Female,35,7,164769.02,3,1,0,119814.25,no,high_risk,0.0212262052951613,777
699,California,Male,22,9,99339.0,1,1,0,68297.61,no,high_risk,0.6974280145534115,778
604,Florida,Female,26,3,0.0,2,1,0,155248.62,yes,low_risk,0.9217084623594418,779
615,Massachusetts,Nonbinary,41,9,109013.23,1,1,0,196499.96,yes,low_risk,0.4463121407942987,780
634,New York,Male,48,2,107247.69,1,1,1,103712.05,no,high_risk,0.2357775485974657,781
570,California,Female,30,10,176173.52,1,1,0,97045.32,no,high_risk,0.6486002985034511,782
615,Florida,Male,41,1,126773.43,1,1,1,55551.26,yes,low_risk,0.6494756019581994,783
738,Hawaii,Male,29,2,0.0,2,1,1,170421.13,yes,low_risk,0.9300055000185736,784
695,Hawaii,Male,46,7,49512.55,1,1,0,133007.34,yes,low_risk,0.2212841719395586,785
587,Florida,Female,34,1,0.0,2,1,1,97932.68,yes,low_risk,0.927972086426038,786
615,Texas,Nonbinary,44,9,126104.98,2,0,1,110718.02,yes,low_risk,0.471345203571223,787
790,Massachusetts,Female,41,7,109508.68,1,0,0,86776.38,yes,low_risk,0.4979469828628274,788
805,Massachusetts,Male,26,2,0.0,2,1,1,25042.1,yes,low_risk,0.9226724880740826,789
620,Florida,Male,29,9,0.0,2,1,0,13133.88,yes,low_risk,0.9278843502544372,790
679,Texas,Male,58,8,125850.53,2,1,1,87008.17,yes,low_risk,0.4771605696625253,791
464,Texas,Male,37,4,155994.15,1,0,0,143665.44,yes,low_risk,0.5910693435155684,792
532,California,Male,60,5,76705.87,2,0,1,13889.73,yes,low_risk,0.5922477061472133,793
635,Hawaii,Male,27,3,127009.83,1,1,0,161909.95,yes,low_risk,0.6865369649522067,794
602,Florida,Male,34,8,98382.72,1,1,0,39542.0,yes,low_risk,0.6543594472023115,795
658,Massachusetts,Male,35,9,71829.34,1,1,1,68141.92,yes,low_risk,0.7345505209407459,796
629,Florida,Male,32,3,0.0,2,1,1,15404.64,yes,low_risk,0.9253638259105054,797
647,New York,Female,51,1,119741.77,2,0,0,54954.51,no,high_risk,0.1668536930544712,798
850,Texas,Male,29,1,154640.41,1,1,1,164039.51,yes,low_risk,0.7098138616015442,799
588,Texas,Male,41,6,106116.56,2,1,0,198766.61,yes,low_risk,0.6105623047251628,800
646,Texas,Male,46,1,170826.55,2,1,0,45041.32,yes,low_risk,0.3996696053560455,801
712,Florida,Male,53,2,111061.01,2,0,0,26542.17,yes,low_risk,0.1692910287035246,802
739,Texas,Male,54,8,126418.14,1,1,0,134420.75,no,high_risk,0.0537480115039351,803
602,Hawaii,Male,59,7,0.0,2,1,1,162347.05,yes,low_risk,0.7987691598353563,804
762,New York,Male,34,4,88815.56,2,1,0,68562.26,no,high_risk,0.7906206094030341,805
778,California,Male,24,4,0.0,2,1,1,162809.2,yes,low_risk,0.9290316824322988,806
850,Hawaii,Male,31,6,67996.23,2,0,0,50129.87,no,high_risk,0.8418163084884174,807
557,Massachusetts,Male,34,3,0.0,1,0,1,123427.98,yes,low_risk,0.6484546456626076,808
629,California,Female,37,10,99546.25,3,0,1,25136.95,no,high_risk,0.0266845157008585,809
764,Texas,Female,39,9,138341.51,1,1,0,50072.94,no,high_risk,0.3662405641141376,810
655,New York,Male,41,8,125561.97,1,0,0,164040.94,no,high_risk,0.2958842352479262,811
754,Hawaii,Male,61,5,146622.35,1,1,1,41815.22,no,high_risk,0.4358549020885445,812
792,California,Male,30,1,127187.86,1,1,1,113553.42,yes,low_risk,0.8005695679877955,813
802,Massachusetts,Male,38,7,0.0,2,0,1,57764.65,yes,low_risk,0.8817333577745222,814
679,Hawaii,Male,36,6,147733.64,1,0,1,172501.38,yes,low_risk,0.7370592462734065,815
587,New York,Female,38,0,132122.42,2,0,0,31730.32,yes,low_risk,0.6630702320118554,816
663,Hawaii,Male,34,7,0.0,2,1,1,180427.24,yes,low_risk,0.9333017878428904,817
850,Florida,Female,55,7,0.0,1,0,0,171762.87,no,high_risk,0.0501829430739692,818
606,Texas,Male,65,10,126306.64,3,0,0,7861.68,no,high_risk,0.0180101820260553,819
487,California,Male,24,7,133628.09,2,1,1,98570.01,yes,low_risk,0.8537771226452493,820
678,Florida,Female,49,1,0.0,2,1,1,102472.9,yes,low_risk,0.7928154302789961,821
740,Massachusetts,Female,31,8,0.0,2,0,0,86657.48,yes,low_risk,0.9302237972842586,822
701,Texas,Female,48,1,92072.68,1,1,1,133992.36,yes,low_risk,0.2925334251432028,823
425,California,Male,39,4,0.0,2,1,0,197226.32,yes,low_risk,0.832139939630755,824
666,Florida,Female,36,6,0.0,2,1,0,176692.87,yes,low_risk,0.8601135976172779,825
569,Hawaii,Male,37,9,178755.84,1,1,0,199929.17,yes,low_risk,0.6073730157168317,826
588,New York,Female,30,0,110148.49,1,1,0,5790.9,no,high_risk,0.4663030066743243,827
615,Florida,Male,51,6,81818.49,1,1,1,169149.38,yes,low_risk,0.3717130177632629,828
612,Texas,Male,76,6,96166.88,1,1,1,191393.26,yes,low_risk,0.8311632260692282,829
755,Hawaii,Female,38,1,0.0,2,1,0,20734.81,yes,low_risk,0.849117813057595,830
523,Hawaii,Male,39,3,0.0,2,1,0,6726.53,yes,low_risk,0.8275533797046987,831
604,Florida,Female,35,7,147285.52,1,1,1,57807.05,yes,low_risk,0.7370014818731679,832
788,Hawaii,Female,33,5,0.0,2,0,0,116978.19,yes,low_risk,0.9171886095813884,833
555,Texas,Male,41,10,113270.2,2,1,1,185387.14,yes,low_risk,0.7409772937679147,834
683,California,Male,30,10,57657.49,1,0,0,79240.9,yes,low_risk,0.6540147690318381,835
819,Massachusetts,Female,28,8,168253.21,1,1,1,102799.14,yes,low_risk,0.7841627926352868,836
758,Hawaii,Male,35,7,0.0,2,1,0,77951.84,yes,low_risk,0.8938746555153846,837
572,Hawaii,Male,24,1,0.0,2,1,1,151460.84,yes,low_risk,0.936344115547718,838
613,Texas,Male,38,9,126265.88,2,0,0,15859.95,yes,low_risk,0.6361075028262292,839
765,Massachusetts,Female,32,9,178095.55,1,0,0,47247.56,yes,low_risk,0.6336700163500322,840
644,California,Female,46,9,95441.27,1,1,0,108761.05,no,high_risk,0.2204954991213864,841
595,Hawaii,Male,20,4,95830.43,1,1,0,177738.98,yes,low_risk,0.7273619583234496,842
471,Florida,Male,26,8,0.0,2,1,1,179655.87,yes,low_risk,0.8718558457377027,843
777,Hawaii,Female,53,10,0.0,2,1,0,189992.97,yes,low_risk,0.4019960979122235,844
580,New York,Male,35,9,121355.19,1,0,1,35671.45,yes,low_risk,0.5027970229264845,845
711,Massachusetts,Female,28,5,0.0,2,1,1,93959.96,yes,low_risk,0.9264645727358858,846
633,Texas,Female,29,8,104944.1,1,1,1,97684.46,yes,low_risk,0.6803399198457625,847
674,New York,Male,43,8,85957.88,2,1,0,8757.39,yes,low_risk,0.6105754821316467,848
625,Hawaii,Female,52,2,79468.96,1,1,1,84606.03,yes,low_risk,0.3567708771018875,849
599,Massachusetts,Male,51,0,0.0,1,1,1,175235.99,yes,low_risk,0.288871781165263,850
728,Hawaii,Male,37,0,0.0,2,1,1,72203.8,yes,low_risk,0.8732322530848309,851
632,Texas,Male,42,6,59972.26,2,0,1,148172.94,yes,low_risk,0.657246398002156,852
718,Florida,Male,40,9,0.0,2,0,0,121537.91,yes,low_risk,0.8226781933648075,853
587,New York,Female,49,7,155393.98,2,1,0,13308.2,no,high_risk,0.2860163896682571,854
635,California,Female,27,8,127471.56,1,1,1,152916.05,no,high_risk,0.7746592487360904,855
656,Hawaii,Female,75,3,0.0,2,1,1,1276.87,yes,low_risk,0.8628792590966035,856
593,New York,Male,69,2,187013.13,2,0,1,105898.69,yes,low_risk,0.7178891485908855,857
711,California,Male,28,8,0.0,2,1,1,64286.39,yes,low_risk,0.9332891416221424,858
531,Texas,Female,64,2,175754.87,2,1,1,60721.4,yes,low_risk,0.57956333139493,859
832,California,Female,27,10,98590.25,1,1,0,30912.89,yes,low_risk,0.7188267051459587,860
707,Florida,Male,43,10,0.0,2,1,0,118368.2,yes,low_risk,0.6749050518971325,861
758,Florida,Male,35,5,0.0,2,1,0,95009.6,yes,low_risk,0.894128930722394,862
607,New York,Female,37,4,135927.06,1,0,0,180890.4,yes,low_risk,0.4259310211936137,863
797,Hawaii,Male,30,10,69413.44,1,1,1,74637.57,yes,low_risk,0.7965258988706602,864
605,California,Male,52,7,0.0,2,1,1,173952.5,yes,low_risk,0.8082259250969465,865
776,Florida,Male,35,8,106365.29,1,1,1,148527.56,yes,low_risk,0.7303716698529693,866
601,California,Male,38,4,60013.81,1,1,1,38020.05,yes,low_risk,0.6283866974761387,867
704,Texas,Female,39,1,124640.51,1,1,0,116511.12,no,high_risk,0.3303106294999123,868
547,New York,Male,32,8,155726.85,1,1,0,67789.99,yes,low_risk,0.5934401286936793,869
469,Florida,Male,35,5,0.0,2,1,0,186490.37,yes,low_risk,0.8287529744871537,870
753,California,Female,38,6,142263.45,1,0,1,33730.43,yes,low_risk,0.7041872390740437,871
596,Massachusetts,Male,41,5,0.0,2,0,1,141053.85,yes,low_risk,0.8832621251499055,872
734,California,Male,22,5,130056.23,1,0,0,121894.31,no,high_risk,0.6617387252660235,873
609,Florida,Male,32,4,99883.16,1,1,1,120594.85,yes,low_risk,0.7745456471662368,874
721,Hawaii,Nonbinary,41,7,0.0,2,0,1,61018.85,yes,low_risk,0.8517448207718963,875
538,Florida,Female,42,9,0.0,1,0,0,152855.96,yes,low_risk,0.2367609449116829,876
454,Florida,Male,40,2,123177.01,1,1,0,148309.98,yes,low_risk,0.4560408021621036,877
586,Massachusetts,Female,28,2,0.0,2,1,1,92067.35,yes,low_risk,0.923604308939564,878
710,Texas,Male,45,9,108231.37,1,1,1,188574.08,yes,low_risk,0.2875674940163913,879
632,Florida,Female,40,3,109740.62,1,1,0,141896.74,yes,low_risk,0.4496344519655547,880
559,Hawaii,Female,38,8,95139.41,1,1,1,86575.46,yes,low_risk,0.6825032221236786,881
559,Florida,Male,25,5,0.0,2,1,1,163221.22,yes,low_risk,0.9350299409756816,882
577,California,Female,26,1,180530.51,1,0,0,123454.62,yes,low_risk,0.6379437001598749,883
745,Hawaii,Female,36,9,0.0,1,1,0,19605.18,no,high_risk,0.5031507602392569,884
604,Texas,Female,42,10,166031.45,1,1,0,98293.14,yes,low_risk,0.2534262048556743,885
588,New York,Male,33,9,150186.22,2,1,1,65611.01,yes,low_risk,0.8083972458526018,886
682,California,Female,48,7,0.0,2,1,0,65069.03,yes,low_risk,0.6595453745500146,887
605,New York,Male,28,10,113690.83,1,1,0,33114.24,yes,low_risk,0.4836057365367107,888
434,New York,Male,55,8,109339.17,2,1,0,96405.88,no,high_risk,0.1332812047881204,889
777,Hawaii,Male,36,7,0.0,1,1,0,106472.34,yes,low_risk,0.503430458878817,890
545,California,Female,55,5,0.0,1,0,0,10034.77,no,high_risk,0.0486070757609721,891
614,Hawaii,Female,43,6,0.0,2,1,1,109041.53,yes,low_risk,0.8341953967015308,892
690,Hawaii,Female,26,5,157624.84,1,1,1,49599.27,yes,low_risk,0.7938905139861787,893
702,Hawaii,Female,46,9,98444.19,1,0,1,109563.28,yes,low_risk,0.3813032599349049,894
461,California,Nonbinary,35,5,0.0,1,1,1,54209.02,yes,low_risk,0.6387610601979836,895
523,Hawaii,Male,45,5,0.0,2,1,1,121428.2,yes,low_risk,0.8169313888811403,896
621,Florida,Male,41,5,104631.67,1,1,1,95551.22,yes,low_risk,0.6613568811656727,897
669,Hawaii,Male,23,1,0.0,2,0,0,66088.83,yes,low_risk,0.9223938781803808,898
526,New York,Male,31,5,145537.21,1,1,0,132404.64,yes,low_risk,0.5470024949902451,899
513,California,Male,40,3,141004.46,1,1,0,105028.46,yes,low_risk,0.4582778979955949,900
565,Hawaii,Male,38,5,0.0,2,0,1,80630.32,yes,low_risk,0.908460209607836,901
742,New York,Female,44,8,107926.02,1,0,1,17375.27,no,high_risk,0.2744811802376989,902
661,Florida,Male,38,7,143006.7,1,1,1,15650.89,yes,low_risk,0.7083039477972384,903
636,Hawaii,Male,31,6,0.0,2,1,1,2382.61,yes,low_risk,0.9246917467686082,904
753,Hawaii,Female,50,4,0.0,2,1,1,861.4,yes,low_risk,0.754150046046174,905
690,California,Female,35,9,107944.33,2,0,0,48478.47,yes,low_risk,0.759002643554867,906
689,Massachusetts,Female,57,4,0.0,2,1,0,136649.8,no,high_risk,0.2889638099835386,907
618,New York,Male,42,8,153572.31,2,1,1,76679.6,yes,low_risk,0.5864444875050764,908
605,California,Male,36,7,128829.25,1,1,0,190588.59,yes,low_risk,0.6273675318301144,909
645,California,Female,48,7,90612.34,1,1,1,149139.13,yes,low_risk,0.3636380737023711,910
686,Florida,Male,38,7,111484.88,1,1,1,76076.2,yes,low_risk,0.7125753227825582,911
644,Florida,Male,49,10,0.0,2,1,1,145089.64,yes,low_risk,0.7862141164908527,912
820,Massachusetts,Female,31,2,94222.53,1,1,0,103570.8,yes,low_risk,0.7086798476407488,913
517,Massachusetts,Female,29,5,0.0,2,1,0,103402.88,yes,low_risk,0.9307114085193812,914
647,New York,Male,37,3,116509.99,1,1,1,149517.71,no,high_risk,0.4367148280119448,915
705,New York,Male,41,4,72252.64,2,1,1,142514.66,yes,low_risk,0.7536332181183245,916
800,California,Female,40,3,75893.11,2,1,0,132562.23,yes,low_risk,0.6859499301835541,917
730,Hawaii,Female,27,7,0.0,2,1,0,144099.48,yes,low_risk,0.9286177885427068,918
585,California,Female,67,5,113978.97,2,0,1,93146.11,yes,low_risk,0.5964106354845137,919
772,Hawaii,Male,43,6,0.0,2,1,1,57675.88,yes,low_risk,0.8314357196669921,920
584,Florida,Female,37,8,0.0,2,0,1,100835.19,yes,low_risk,0.9038979305726628,921
643,Florida,Female,45,9,150840.03,2,1,0,155516.35,yes,low_risk,0.4570882238763948,922
706,Florida,Male,42,9,0.0,2,1,1,28714.34,yes,low_risk,0.8372389137187963,923
614,New York,Female,37,6,96340.81,2,1,1,139377.24,no,high_risk,0.7701742446415228,924
622,Florida,Male,37,4,0.0,2,1,0,4459.5,yes,low_risk,0.8643675638950451,925
516,Texas,Female,33,10,138847.9,1,1,1,127256.7,yes,low_risk,0.6159802462851538,926
726,California,Female,38,4,0.0,2,0,0,6787.48,yes,low_risk,0.8623340543080508,927
654,California,Male,42,7,99263.09,1,1,1,67607.9,yes,low_risk,0.4602964092129054,928
654,Hawaii,Male,37,6,83568.55,1,1,0,47046.72,yes,low_risk,0.6450521687770546,929
679,Florida,Female,35,8,119182.73,1,0,0,121210.09,yes,low_risk,0.6224969672769048,930
559,Florida,Female,39,2,0.0,2,1,1,121151.1,yes,low_risk,0.8957488232223787,931
525,Texas,Male,33,4,131023.76,2,0,0,55072.93,yes,low_risk,0.7383569841768168,932
539,Hawaii,Male,39,1,0.0,1,1,1,28184.7,yes,low_risk,0.5998881856676638,933
719,Massachusetts,Male,44,4,0.0,1,0,0,84972.9,no,high_risk,0.2236459971975012,934
836,New York,Female,32,4,109196.67,2,1,0,55218.02,yes,low_risk,0.7322656111802727,935
544,Hawaii,Female,45,6,0.0,2,0,1,151401.33,yes,low_risk,0.826935336244365,936
628,Texas,Male,29,3,113146.98,2,0,1,124749.08,yes,low_risk,0.838745968604075,937
520,Massachusetts,Male,45,7,107023.03,1,1,0,32903.93,yes,low_risk,0.2377508460532209,938
640,Massachusetts,Male,47,6,89047.14,1,1,0,116286.25,yes,low_risk,0.1752636139845624,939
568,Florida,Female,27,1,116320.68,1,0,1,45563.94,yes,low_risk,0.7823863489257354,940
567,Hawaii,Male,38,6,127678.8,2,0,0,45422.89,yes,low_risk,0.6576067438378401,941
632,California,Male,50,2,0.0,2,0,0,57942.88,yes,low_risk,0.5923603601276999,942
850,Massachusetts,Male,30,2,0.0,2,0,1,27937.12,yes,low_risk,0.9229629142935198,943
466,Texas,Female,47,5,102085.72,1,1,1,183536.24,no,high_risk,0.2537697721176706,944
683,Hawaii,Female,30,2,0.0,2,0,1,100496.84,no,high_risk,0.9140844197482892,945
682,California,Male,44,3,115282.3,1,0,0,23766.4,yes,low_risk,0.2875051618763729,946
748,California,Female,34,8,0.0,2,1,0,53584.03,yes,low_risk,0.9132120061976924,947
756,California,Male,60,2,0.0,1,1,1,166513.49,no,high_risk,0.3038168041157482,948
735,California,Female,38,1,0.0,3,0,0,92220.12,no,high_risk,0.1542646898601756,949
520,Texas,Female,31,3,108914.17,1,1,1,183572.39,no,high_risk,0.6104232150542515,950
600,California,Female,41,1,0.0,2,1,1,91193.65,yes,low_risk,0.8790216344032866,951
613,Florida,Male,35,4,123557.65,2,0,1,170903.4,yes,low_risk,0.8202540161030624,952
735,Florida,Male,55,2,103176.62,1,0,1,163516.16,yes,low_risk,0.3610466904200145,953
726,California,Male,28,2,0.0,1,0,0,98060.51,yes,low_risk,0.5858480189900694,954
635,Florida,Female,41,10,0.0,2,1,1,61994.2,yes,low_risk,0.8324365118168967,955
627,California,Female,55,2,159441.27,1,1,0,100686.11,no,high_risk,0.059446895670746,956
499,California,Female,46,6,0.0,2,1,0,73457.55,yes,low_risk,0.6419736602064116,957
735,Massachusetts,Male,50,9,0.0,1,0,0,166677.35,no,high_risk,0.0667332166817947,958
796,California,Male,24,8,0.0,2,1,0,61349.37,yes,low_risk,0.9251430087562322,959
751,Florida,Male,33,4,79281.61,1,1,0,117547.76,yes,low_risk,0.6778772157337508,960
695,Florida,Nonbinary,35,7,0.0,2,1,0,160387.98,yes,low_risk,0.8942076341098211,961
625,New York,Female,49,4,128504.76,1,1,0,126812.63,no,high_risk,0.0928047008562485,962
821,Hawaii,Male,28,2,0.0,2,1,0,46072.52,yes,low_risk,0.9124690179872776,963
668,New York,Female,28,1,124511.01,1,0,0,114258.18,yes,low_risk,0.491980254799286,964
746,California,Female,21,8,166883.07,2,0,1,194563.65,yes,low_risk,0.8050739181290879,965
641,California,Male,35,5,0.0,2,1,0,93148.93,yes,low_risk,0.8968399111958779,966
669,Massachusetts,Male,29,9,0.0,1,1,1,93901.61,yes,low_risk,0.7198659642914939,967
636,New York,Female,48,3,120568.41,1,1,0,190160.04,no,high_risk,0.0979142241485565,968
790,Florida,Male,29,3,46057.96,2,1,1,189777.66,yes,low_risk,0.9206928793354472,969
661,Hawaii,Female,27,3,0.0,2,1,1,76889.79,yes,low_risk,0.925981214362751,970
544,California,Female,21,10,161525.96,2,1,0,9262.77,yes,low_risk,0.7656069008477132,971
697,California,Male,27,8,141223.68,2,1,0,90591.15,yes,low_risk,0.7990703397648431,972
835,New York,Male,18,2,142872.36,1,1,1,117632.63,yes,low_risk,0.6773512320601975,973
630,New York,Female,34,9,106937.05,2,1,0,138275.01,yes,low_risk,0.7531740974324577,974
850,New York,Male,31,4,146587.3,1,1,1,89874.82,yes,low_risk,0.6785970613105288,975
689,New York,Female,55,1,76296.81,1,1,0,42364.75,no,high_risk,0.0613043637634574,976
709,New York,Male,45,4,122917.71,1,1,1,11.58,no,high_risk,0.2683458942635333,977
745,California,Female,55,9,110123.59,1,0,1,51548.14,no,high_risk,0.3507727931674361,978
535,Hawaii,Male,33,2,133040.32,1,1,1,110299.78,yes,low_risk,0.7671872092804796,979
529,California,Male,32,9,147493.89,1,1,0,33656.35,yes,low_risk,0.6726518975344068,980
586,Florida,Female,33,10,66948.67,2,1,1,140759.03,yes,low_risk,0.9157231538915052,981
601,Florida,Female,44,4,0.0,2,1,0,58561.31,yes,low_risk,0.6453215023779519,982
792,California,Female,42,0,99045.93,2,1,0,47160.01,yes,low_risk,0.6059371502365948,983
549,Texas,Male,54,5,92877.33,1,1,0,2619.64,no,high_risk,0.0517797731698696,984
670,Hawaii,Male,36,7,0.0,2,0,0,59571.5,yes,low_risk,0.863082304811024,985
747,Hawaii,Female,21,4,81025.6,2,1,0,167682.57,yes,low_risk,0.857104811445295,986
664,New York,Male,39,7,60263.23,1,1,0,170835.32,yes,low_risk,0.4700253643520373,987
506,Massachusetts,Male,50,3,0.0,2,1,0,12016.79,yes,low_risk,0.6018636270801017,988
696,Massachusetts,Female,43,4,0.0,2,1,1,66406.37,yes,low_risk,0.8353080215838751,989
681,California,Male,36,5,141952.07,1,1,1,185144.08,yes,low_risk,0.721948055924577,990
588,New York,Female,34,10,129417.82,1,1,0,153727.32,yes,low_risk,0.4671410150199233,991
604,Florida,Female,71,10,0.0,2,1,1,129984.2,yes,low_risk,0.8680711523564313,992
633,Hawaii,Female,44,7,0.0,2,1,0,29761.29,yes,low_risk,0.7077596938995874,993
726,Hawaii,Female,31,9,114722.05,2,1,1,98178.57,yes,low_risk,0.8606959565213015,994
598,Florida,Male,34,0,104488.17,1,0,1,43249.67,yes,low_risk,0.7798931486504374,995
655,California,Female,37,7,111852.84,2,1,0,10511.13,yes,low_risk,0.7008637083465963,996
602,California,Male,34,5,0.0,2,1,1,77414.45,yes,low_risk,0.9317305439735716,997
608,Hawaii,Female,28,9,0.0,2,1,1,125062.02,yes,low_risk,0.937840264282118,998
596,California,Male,21,4,210433.08,2,0,1,197297.77,no,high_risk,0.4866215600056464,999
621,New York,Male,40,8,174126.75,3,1,0,172490.78,no,high_risk,0.0264836225737773,1000
731,Florida,Male,42,9,101043.63,1,1,1,192175.52,yes,low_risk,0.5038925942828913,1001
763,California,Female,31,4,0.0,2,0,0,50404.72,yes,low_risk,0.9210910816591033,1002
633,Texas,Male,40,5,86172.81,2,1,1,117279.49,yes,low_risk,0.7117707467308975,1003
475,California,Female,45,0,134264.04,1,1,0,27822.99,no,high_risk,0.2393129954214309,1004
683,California,Male,33,8,0.0,1,0,0,73564.44,yes,low_risk,0.5182530128185592,1005
673,Hawaii,Male,47,1,0.0,2,0,0,108762.16,yes,low_risk,0.6655075036257617,1006
524,Texas,Female,31,8,107818.63,1,1,0,199725.39,no,high_risk,0.4918732655993045,1007
850,Texas,Female,44,5,128605.32,1,0,1,171096.2,yes,low_risk,0.2958378569012553,1008
793,Massachusetts,Male,29,8,96674.55,2,0,0,192120.66,yes,low_risk,0.8525732333712349,1009
687,Texas,Male,38,4,117633.28,1,0,1,88396.6,yes,low_risk,0.5356557017938527,1010
580,Hawaii,Female,35,1,102097.33,1,0,1,168285.85,yes,low_risk,0.7374315488533689,1011
529,Massachusetts,Female,44,1,0.0,2,0,0,14161.3,yes,low_risk,0.6715005377660529,1012
635,Florida,Male,46,8,0.0,2,1,1,60739.16,yes,low_risk,0.8316259111388442,1013
794,California,Male,33,0,0.0,2,0,0,178122.71,yes,low_risk,0.91045982133191,1014
642,Massachusetts,Male,26,8,144238.7,1,1,1,184399.76,yes,low_risk,0.753710200953831,1015
712,California,Female,27,2,133009.51,1,1,0,126809.15,yes,low_risk,0.6683197237871132,1016
